ATTEND_RECORD_IDX,USER_IDX,ATTEND_STATUS,REG_DATE
159,1,NA,24-04-19 8:52
160,1,NL,24-04-19 18:26
161,1,NA,24-04-22 8:48
162,1,LL,24-04-22 19:11
163,1,NA,24-04-23 8:53
164,1,NL,24-04-23 18:14
165,1,NA,24-04-24 8:30
166,1,NL,24-04-24 18:21
167,1,NA,24-04-25 8:37
168,1,NL,24-04-25 18:03
169,1,NA,24-04-26 8:40
170,1,NL,24-04-26 18:09
171,1,NA,24-04-29 8:31
172,1,OT,24-04-29 11:43
173,1,EL,24-04-29 13:43
174,1,NA,24-04-30 8:36
175,1,NL,24-04-30 18:10
176,1,NA,24-05-01 8:41
177,1,NL,24-05-01 18:24
178,1,NA,24-05-02 8:34
179,1,LL,24-05-02 19:07
180,1,NA,24-05-03 8:54
181,1,NL,24-05-03 18:20
182,1,NA,24-05-06 8:41
183,1,EL,24-05-06 17:14
184,1,LA,24-05-07 9:03
185,1,NL,24-05-07 18:22
186,1,NA,24-05-08 8:30
187,1,NL,24-05-08 18:16
188,1,NA,24-05-09 8:33
189,1,NL,24-05-09 18:28
190,1,NA,24-05-10 8:41
191,1,NL,24-05-10 18:26
192,1,NA,24-05-13 8:46
193,1,NL,24-05-13 18:17
194,1,BT,24-05-14 18:00
195,1,NA,24-05-15 8:52
196,1,LL,24-05-15 20:03
197,1,NA,24-05-16 8:55
198,1,NL,24-05-16 18:17
199,1,NA,24-05-17 8:30
200,1,LL,24-05-17 19:32
201,1,NA,24-05-20 8:42
202,1,NL,24-05-20 18:04
203,1,NA,24-05-21 8:46
204,1,NL,24-05-21 18:18
205,1,NA,24-05-22 8:58
206,1,LL,24-05-22 19:24
207,1,NA,24-05-23 8:46
208,1,NL,24-05-23 18:04
209,1,VC,24-05-24 18:00
210,1,NA,24-05-27 8:30
211,1,NL,24-05-27 18:02
212,1,NA,24-05-28 8:48
213,1,LL,24-05-28 19:12
214,1,NA,24-05-29 8:57
215,1,NL,24-05-29 18:16
216,1,NA,24-05-30 8:40
217,1,NL,24-05-30 18:29
218,1,NA,24-05-31 8:46
219,1,EL,24-05-31 16:16
220,1,NA,24-06-03 8:52
221,1,LL,24-06-03 20:24
222,1,NA,24-06-04 8:49
223,1,NL,24-06-04 18:13
224,1,NA,24-06-05 8:30
225,1,NL,24-06-05 18:28
226,1,NA,24-06-06 8:50
227,1,NL,24-06-06 18:27
228,1,NA,24-06-07 8:36
229,1,NL,24-06-07 18:00
230,1,NA,24-06-10 8:53
231,1,NL,24-06-10 18:10
232,1,NA,24-06-11 8:31
233,1,LL,24-06-11 19:37
234,1,NA,24-06-12 8:43
235,1,NL,24-06-12 18:26
236,1,NA,24-06-13 8:47
237,1,NL,24-06-13 18:01
238,1,NA,24-06-14 8:37
239,1,NL,24-06-14 18:04
240,1,NA,24-06-17 8:48
241,1,EL,24-06-17 16:52
242,1,NA,24-06-18 8:56
243,1,NL,24-06-18 18:26
244,1,NA,24-06-19 8:52
245,1,NL,24-06-19 18:14
246,1,NA,24-06-20 8:59
247,1,NL,24-06-20 18:19
248,1,NA,24-06-21 8:49
249,1,NL,24-06-21 18:06
250,1,LA,24-06-24 9:27
251,1,EL,24-06-24 17:48
252,1,NA,24-06-25 8:54
253,1,LL,24-06-25 20:17
254,1,NA,24-06-26 8:48
255,1,NL,24-06-26 18:29
256,1,NA,24-06-27 8:49
257,1,NL,24-06-27 18:14
258,1,NA,24-06-28 8:31
259,1,EL,24-06-28 16:41
260,1,NA,24-07-01 8:39
261,1,NL,24-07-01 18:13
262,1,NA,24-07-02 8:38
263,1,NL,24-07-02 18:18
264,1,NA,24-07-03 8:42
265,1,NL,24-07-03 18:16
266,1,NA,24-07-04 8:44
267,1,NL,24-07-04 18:20
268,1,NA,24-07-05 8:49
269,1,NL,24-07-05 18:08
270,1,VC,24-07-08 18:00
271,1,NA,24-07-09 8:50
272,1,EL,24-07-09 16:48
273,1,NA,24-07-10 8:49
274,1,NL,24-07-10 18:14
275,1,NA,24-07-11 8:51
276,1,NL,24-07-11 18:05
277,1,NA,24-07-12 8:38
278,1,NL,24-07-12 18:17
279,1,NA,24-07-15 8:37
280,1,NL,24-07-15 18:11
281,1,NA,24-07-16 8:34
282,1,LL,24-07-16 19:20
283,1,NA,24-07-17 8:54
284,1,NL,24-07-17 18:08
285,1,NA,24-07-18 8:51
286,1,EL,24-07-18 17:57
287,1,NA,24-07-19 8:41
288,1,LL,24-07-19 20:25
289,1,NA,24-07-22 8:33
290,1,EL,24-07-22 15:46
291,1,NA,24-07-23 8:53
292,1,NL,24-07-23 18:18
293,1,NA,24-07-24 8:44
294,1,NL,24-07-24 18:13
295,1,NA,24-07-25 8:32
296,1,NL,24-07-25 18:28
297,1,NA,24-07-26 8:39
298,1,EL,24-07-26 15:40
299,1,NA,24-07-29 8:53
300,1,NL,24-07-29 18:17
301,1,NA,24-07-30 8:38
302,1,NL,24-07-30 18:26
303,1,NA,24-07-31 8:48
304,1,NL,24-07-31 18:13
305,1,NA,24-08-01 8:39
306,1,OT,24-08-01 12:38
307,1,RT,24-08-01 13:51
308,1,NL,24-08-01 18:01
309,1,LA,24-08-02 9:26
310,1,NL,24-08-02 18:04
311,1,NA,24-08-05 8:41
312,1,NL,24-08-05 18:24
313,1,NA,24-08-06 8:59
314,1,NL,24-08-06 18:13
315,1,NA,24-08-07 8:52
316,1,EL,24-08-07 15:18
317,1,NA,24-08-08 8:32
318,1,NL,24-08-08 18:27
319,1,NA,24-08-09 8:55
320,1,NL,24-08-09 18:21
321,1,NA,24-08-12 8:43
322,1,NL,24-08-12 18:24
323,1,NA,24-08-13 8:50
324,1,NL,24-08-13 18:00
325,1,NA,24-08-14 8:46
326,1,NL,24-08-14 18:02
327,1,NA,24-08-16 8:40
328,1,NL,24-08-16 18:01
329,1,NA,24-08-19 8:42
330,1,NL,24-08-19 18:03
331,1,NA,24-08-20 8:32
332,1,LL,24-08-20 19:12
333,1,LA,24-08-21 9:02
334,1,NL,24-08-21 18:16
335,1,NA,24-08-22 8:30
336,1,NL,24-08-22 18:14
337,1,NA,24-08-23 8:35
338,1,NL,24-08-23 18:29
339,1,NA,24-08-26 8:45
340,1,NL,24-08-26 18:21
341,1,NA,24-08-27 8:35
342,1,NL,24-08-27 18:19
343,1,NA,24-08-28 8:50
344,1,NL,24-08-28 18:26
345,1,NA,24-08-29 8:56
346,1,OT,24-08-29 11:43
347,1,EL,24-08-29 12:43
348,1,NA,24-08-30 8:35
349,1,NL,24-08-30 18:05
350,1,NA,24-09-02 8:50
351,1,LL,24-09-02 19:52
352,1,AB,24-09-03 18:00
353,1,NA,24-09-04 8:48
354,1,NL,24-09-04 18:28
355,1,NA,24-09-05 8:48
356,1,NL,24-09-05 18:15
357,1,NA,24-09-06 8:49
358,1,NL,24-09-06 18:08
359,1,NA,24-09-09 8:54
360,1,NL,24-09-09 18:08
361,1,NA,24-09-10 8:38
362,1,EL,24-09-10 17:38
363,1,NA,24-09-11 8:54
364,1,LL,24-09-11 19:49
365,1,NA,24-09-12 8:50
366,1,NL,24-09-12 18:16
367,1,LA,24-09-13 9:13
368,1,EL,24-09-13 15:32
369,1,NA,24-09-16 8:32
370,1,NL,24-09-16 18:19
371,1,NA,24-09-17 8:38
372,1,NL,24-09-17 18:14
373,1,NA,24-09-18 8:47
374,1,NL,24-09-18 18:03
375,1,LA,24-09-19 9:15
376,1,NL,24-09-19 18:28
377,1,NA,24-09-20 8:45
378,1,NL,24-09-20 18:16
379,1,NA,24-09-23 8:47
380,1,NL,24-09-23 18:25
381,1,NA,24-09-24 8:59
382,1,NL,24-09-24 18:24
383,1,NA,24-09-25 8:44
384,1,NL,24-09-25 18:14
385,1,NA,24-09-26 8:36
386,1,OT,24-09-26 14:37
387,1,RT,24-09-26 16:22
388,1,LL,24-09-26 19:37
389,1,NA,24-09-27 8:39
390,1,NL,24-09-27 18:06
391,1,NA,24-09-30 8:44
392,1,NL,24-09-30 18:06
393,1,NA,24-10-01 8:34
394,1,NL,24-10-01 18:12
395,1,VC,24-10-02 18:00
396,1,NA,24-10-04 8:58
397,1,NL,24-10-04 18:14
398,1,NA,24-10-07 8:56
399,1,NL,24-10-07 18:29
400,1,NA,24-10-08 8:45
401,1,NL,24-10-08 18:09
402,1,NA,24-10-09 8:58
403,1,OT,24-10-09 12:34
404,1,RT,24-10-09 13:53
405,1,NL,24-10-09 18:13
406,1,NA,24-10-10 8:46
407,1,NL,24-10-10 18:21
408,1,NA,24-10-11 8:30
409,1,NL,24-10-11 18:14
410,1,NA,24-10-14 8:37
411,1,EL,24-10-14 16:31
412,1,NA,24-10-15 8:50
413,1,NL,24-10-15 18:13
414,1,VC,24-10-16 18:00
415,1,NA,24-10-17 8:47
416,1,NL,24-10-17 18:12
417,1,NA,24-10-18 8:42
418,1,NL,24-10-18 18:04
419,1,NA,24-10-21 8:42
420,1,LL,24-10-21 20:05
421,1,NA,24-10-22 8:58
422,1,NL,24-10-22 18:22
423,1,NA,24-10-23 8:43
424,1,NL,24-10-23 18:10
425,1,NA,24-10-24 8:43
426,1,NL,24-10-24 18:03
427,1,NA,24-10-25 8:56
428,1,NL,24-10-25 18:09
429,1,NA,24-10-28 8:58
430,1,LL,24-10-28 19:36
431,1,NA,24-10-29 8:41
432,1,LL,24-10-29 20:00
433,1,NA,24-10-30 8:59
434,1,LL,24-10-30 20:01
435,1,NA,24-10-31 8:39
436,1,NL,24-10-31 18:14
437,1,NA,24-11-01 8:49
438,1,NL,24-11-01 18:00
439,1,NA,24-11-04 8:46
440,1,NL,24-11-04 18:12
441,1,NA,24-11-05 8:54
442,1,NL,24-11-05 18:01
443,1,NA,24-11-06 8:31
444,1,NL,24-11-06 18:07
445,1,NA,24-11-07 8:58
446,1,NL,24-11-07 18:10
447,1,NA,24-11-08 8:37
448,1,NL,24-11-08 18:04
449,1,NA,24-11-11 8:51
450,1,NL,24-11-11 18:03
451,1,NA,24-11-12 8:41
452,1,NL,24-11-12 18:03
453,1,VC,24-11-13 18:00
454,1,VC,24-11-14 18:00
455,1,NA,24-11-15 8:50
456,1,NL,24-11-15 18:01
457,1,NA,24-11-18 8:34
458,1,NL,24-11-18 18:27
459,1,NA,24-11-19 8:38
460,1,NL,24-11-19 18:19
461,1,NA,24-11-20 8:57
462,1,NL,24-11-20 18:00
463,1,LA,24-11-21 9:28
464,1,NL,24-11-21 18:10
465,1,NA,24-11-22 8:42
466,1,NL,24-11-22 18:19
467,1,VC,24-11-25 18:00
468,1,NA,24-11-26 8:55
469,1,NL,24-11-26 18:11
470,1,NA,24-11-27 8:48
471,1,NL,24-11-27 18:03
472,1,NA,24-11-28 8:57
473,1,NL,24-11-28 18:04
474,1,NA,24-11-29 8:55
475,1,NL,24-11-29 18:26
476,1,NA,24-12-02 8:35
477,1,LL,24-12-02 19:45
478,1,NA,24-12-03 8:34
479,1,NL,24-12-03 18:22
480,1,NA,24-12-04 8:36
481,1,NL,24-12-04 18:19
482,1,NA,24-12-05 8:35
483,1,NL,24-12-05 18:24
484,1,NA,24-12-06 8:53
485,1,NL,24-12-06 18:23
486,1,NA,24-12-09 8:54
487,1,NL,24-12-09 18:20
488,1,NA,24-12-10 8:40
489,1,NL,24-12-10 18:10
490,1,NA,24-12-11 8:36
491,1,NL,24-12-11 18:26
492,1,NA,24-12-12 8:51
493,1,NL,24-12-12 18:08
494,1,NA,24-12-13 8:59
495,1,NL,24-12-13 18:25
496,1,NA,24-12-16 8:33
497,1,NL,24-12-16 18:02
498,1,NA,24-12-17 8:30
499,1,NL,24-12-17 18:06
500,1,VC,24-12-18 18:00
501,1,NA,24-12-19 8:45
502,1,NL,24-12-19 18:27
503,1,NA,24-12-20 8:51
504,1,NL,24-12-20 18:04
505,1,NA,24-12-23 8:33
506,1,NL,24-12-23 18:22
507,1,NA,24-12-24 8:30
508,1,NL,24-12-24 18:02
509,1,NA,24-12-26 8:31
510,1,LL,24-12-26 19:32
511,1,NA,24-12-27 8:40
512,1,NL,24-12-27 18:26
513,1,NA,24-12-30 8:45
514,1,NL,24-12-30 18:24
515,1,NA,24-12-31 8:51
516,1,NL,24-12-31 18:06
