ATTEND_RECORD_IDX,USER_IDX,ATTEND_STATUS,REG_DATE
61,1,NA,24-02-13 8:43
62,1,NL,24-02-13 18:05
63,1,NA,24-02-14 8:30
64,1,NL,24-02-14 18:28
65,1,NA,24-02-15 8:50
66,1,NL,24-02-15 18:13
67,1,NA,24-02-16 8:47
68,1,NL,24-02-16 18:05
69,1,NA,24-02-19 8:31
70,1,EL,24-02-19 17:40
71,1,NA,24-02-20 8:54
72,1,NL,24-02-20 18:29
73,1,NA,24-02-21 8:40
74,1,LL,24-02-21 19:38
75,1,NA,24-02-22 8:51
76,1,NL,24-02-22 18:17
77,1,NA,24-02-23 8:54
78,1,NL,24-02-23 18:29
79,1,NA,24-02-26 8:38
80,1,NL,24-02-26 18:14
81,1,LA,24-02-27 9:26
82,1,LL,24-02-27 20:14
83,1,NA,24-02-28 8:44
84,1,NL,24-02-28 18:23
85,1,NA,24-02-29 8:37
86,1,NL,24-02-29 18:13
87,1,NA,24-03-04 8:46
88,1,LL,24-03-04 19:48
89,1,NA,24-03-05 8:57
90,1,NL,24-03-05 18:17
91,1,NA,24-03-06 8:57
92,1,NL,24-03-06 18:06
93,1,NA,24-03-07 8:40
94,1,NL,24-03-07 18:16
95,1,NA,24-03-08 8:45
96,1,NL,24-03-08 18:23
97,1,NA,24-03-11 8:39
98,1,NL,24-03-11 18:19
99,1,NA,24-03-12 8:48
100,1,NL,24-03-12 18:03
101,1,NA,24-03-13 8:45
102,1,LL,24-03-13 20:26
103,1,NA,24-03-14 8:37
104,1,NL,24-03-14 18:01
105,1,NA,24-03-15 8:39
106,1,NL,24-03-15 18:02
107,1,NA,24-03-18 8:44
108,1,OT,24-03-18 11:28
109,1,RT,24-03-18 12:42
110,1,LL,24-03-18 19:29
111,1,NA,24-03-19 8:31
112,1,NL,24-03-19 18:24
113,1,NA,24-03-20 8:36
114,1,NL,24-03-20 18:08
115,1,AB,24-03-21 18:00
116,1,NA,24-03-22 8:37
117,1,NL,24-03-22 18:21
118,1,NA,24-03-25 8:31
119,1,NL,24-03-25 18:19
120,1,NA,24-03-26 8:34
121,1,NL,24-03-26 18:01
122,1,NA,24-03-27 8:48
123,1,NL,24-03-27 18:14
124,1,NA,24-03-28 8:39
125,1,NL,24-03-28 18:12
126,1,NA,24-03-29 8:54
127,1,NL,24-03-29 18:19
128,1,NA,24-04-01 8:48
129,1,LL,24-04-01 20:09
130,1,NA,24-04-02 8:59
131,1,NL,24-04-02 18:24
132,1,NA,24-04-03 8:50
133,1,NL,24-04-03 18:02
134,1,LA,24-04-04 9:23
135,1,LL,24-04-04 19:03
136,1,NA,24-04-05 8:50
137,1,LL,24-04-05 19:26
138,1,NA,24-04-08 8:53
139,1,NL,24-04-08 18:03
140,1,NA,24-04-09 8:36
141,1,NL,24-04-09 18:15
142,1,NA,24-04-10 8:32
143,1,LL,24-04-10 19:35
144,1,NA,24-04-11 8:54
145,1,LL,24-04-11 19:53
146,1,NA,24-04-12 8:54
147,1,NL,24-04-12 18:27
148,1,NA,24-04-15 8:53
149,1,NL,24-04-15 18:09
150,1,NA,24-04-16 8:40
151,1,LL,24-04-16 19:04
152,1,NA,24-04-17 8:36
153,1,LL,24-04-17 19:24
154,1,NA,24-04-18 8:35
155,1,NL,24-04-18 18:06
156,1,NA,24-04-19 8:45
157,1,NL,24-04-19 18:16
158,1,NA,24-04-22 8:40
159,1,NL,24-04-22 18:09
160,1,NA,24-04-23 8:42
161,1,LL,24-04-23 20:23
162,1,NA,24-04-24 8:37
163,1,NL,24-04-24 18:29
164,1,VC,24-04-25 18:00
165,1,NA,24-04-26 8:44
166,1,NL,24-04-26 18:27
167,1,NA,24-04-29 8:40
168,1,NL,24-04-29 18:10
169,1,NA,24-04-30 8:32
170,1,NL,24-04-30 18:18
171,1,NA,24-05-01 8:38
172,1,NL,24-05-01 18:14
173,1,NA,24-05-02 8:55
174,1,LL,24-05-02 20:12
175,1,NA,24-05-03 8:38
176,1,NL,24-05-03 18:22
177,1,NA,24-05-06 8:33
178,1,LL,24-05-06 19:50
179,1,NA,24-05-07 8:55
180,1,LL,24-05-07 19:37
181,1,NA,24-05-08 8:55
182,1,LL,24-05-08 19:16
183,1,VC,24-05-09 18:00
184,1,NA,24-05-10 8:57
185,1,NL,24-05-10 18:00
186,1,NA,24-05-13 8:53
187,1,NL,24-05-13 18:27
188,1,NA,24-05-14 8:44
189,1,LL,24-05-14 19:24
190,1,NA,24-05-15 8:57
191,1,NL,24-05-15 18:11
192,1,NA,24-05-16 8:33
193,1,NL,24-05-16 18:12
194,1,NA,24-05-17 8:38
195,1,LL,24-05-17 19:56
196,1,NA,24-05-20 8:58
197,1,OT,24-05-20 12:12
198,1,RT,24-05-20 13:53
199,1,NL,24-05-20 18:20
200,1,NA,24-05-21 8:56
201,1,LL,24-05-21 19:48
202,1,NA,24-05-22 8:39
203,1,NL,24-05-22 18:19
204,1,NA,24-05-23 8:36
205,1,NL,24-05-23 18:22
206,1,VC,24-05-24 18:00
207,1,BT,24-05-27 18:00
208,1,LA,24-05-28 9:15
209,1,EL,24-05-28 16:48
210,1,NA,24-05-29 8:33
211,1,NL,24-05-29 18:13
212,1,NA,24-05-30 8:36
213,1,NL,24-05-30 18:22
214,1,NA,24-05-31 8:51
215,1,NL,24-05-31 18:20
216,1,NA,24-06-03 8:45
217,1,LL,24-06-03 19:30
218,1,NA,24-06-04 8:59
219,1,NL,24-06-04 18:12
220,1,NA,24-06-05 8:48
221,1,EL,24-06-05 17:45
222,1,NA,24-06-06 8:57
223,1,NL,24-06-06 18:29
224,1,NA,24-06-07 8:44
225,1,NL,24-06-07 18:15
226,1,NA,24-06-10 8:33
227,1,NL,24-06-10 18:20
228,1,NA,24-06-11 8:39
229,1,NL,24-06-11 18:13
230,1,NA,24-06-12 8:51
231,1,NL,24-06-12 18:21
232,1,VC,24-06-13 18:00
233,1,NA,24-06-14 8:44
234,1,OT,24-06-14 11:35
235,1,RT,24-06-14 13:23
236,1,NL,24-06-14 18:02
237,1,NA,24-06-17 8:38
238,1,NL,24-06-17 18:23
239,1,NA,24-06-18 8:53
240,1,NL,24-06-18 18:06
241,1,NA,24-06-19 8:32
242,1,NL,24-06-19 18:08
243,1,NA,24-06-20 8:50
244,1,LL,24-06-20 19:08
245,1,NA,24-06-21 8:30
246,1,NL,24-06-21 18:27
247,1,NA,24-06-24 8:40
248,1,NL,24-06-24 18:13
249,1,NA,24-06-25 8:50
250,1,NL,24-06-25 18:25
251,1,NA,24-06-26 8:55
252,1,LL,24-06-26 19:53
253,1,NA,24-06-27 8:41
254,1,LL,24-06-27 20:19
255,1,NA,24-06-28 8:31
256,1,NL,24-06-28 18:09
257,1,NA,24-07-01 8:43
258,1,EL,24-07-01 15:01
259,1,NA,24-07-02 8:33
260,1,NL,24-07-02 18:22
261,1,NA,24-07-03 8:47
262,1,NL,24-07-03 18:05
263,1,NA,24-07-04 8:43
264,1,LL,24-07-04 20:12
265,1,NA,24-07-05 8:52
266,1,NL,24-07-05 18:03
267,1,LA,24-07-08 9:19
268,1,LL,24-07-08 19:07
269,1,NA,24-07-09 8:35
270,1,NL,24-07-09 18:26
271,1,NA,24-07-10 8:34
272,1,NL,24-07-10 18:13
273,1,NA,24-07-11 8:50
274,1,LL,24-07-11 20:10
275,1,NA,24-07-12 8:52
276,1,NL,24-07-12 18:03
277,1,NA,24-07-15 8:37
278,1,NL,24-07-15 18:18
279,1,NA,24-07-16 8:58
280,1,LL,24-07-16 19:46
281,1,NA,24-07-17 8:51
282,1,NL,24-07-17 18:00
283,1,NA,24-07-18 8:39
284,1,NL,24-07-18 18:20
285,1,NA,24-07-19 8:39
286,1,NL,24-07-19 18:11
287,1,NA,24-07-22 8:30
288,1,LL,24-07-22 19:02
289,1,NA,24-07-23 8:38
290,1,LL,24-07-23 19:10
291,1,BT,24-07-24 18:00
292,1,AB,24-07-25 18:00
293,1,NA,24-07-26 8:56
294,1,NL,24-07-26 18:15
295,1,NA,24-07-29 8:49
296,1,NL,24-07-29 18:16
297,1,NA,24-07-30 8:42
298,1,NL,24-07-30 18:21
299,1,NA,24-07-31 8:59
300,1,NL,24-07-31 18:21
301,1,NA,24-08-01 8:47
302,1,NL,24-08-01 18:23
303,1,NA,24-08-02 8:58
304,1,LL,24-08-02 20:01
305,1,NA,24-08-05 8:44
306,1,LL,24-08-05 19:41
307,1,NA,24-08-06 8:35
308,1,LL,24-08-06 20:05
309,1,NA,24-08-07 8:44
310,1,LL,24-08-07 20:16
311,1,NA,24-08-08 8:42
312,1,LL,24-08-08 20:25
313,1,NA,24-08-09 8:45
314,1,OT,24-08-09 14:55
315,1,RT,24-08-09 16:47
316,1,LL,24-08-09 19:04
317,1,NA,24-08-12 8:51
318,1,NL,24-08-12 18:24
319,1,LA,24-08-13 9:11
320,1,NL,24-08-13 18:01
321,1,LA,24-08-14 9:03
322,1,NL,24-08-14 18:09
323,1,NA,24-08-16 8:38
324,1,NL,24-08-16 18:03
325,1,NA,24-08-19 8:46
326,1,NL,24-08-19 18:05
327,1,NA,24-08-20 8:30
328,1,LL,24-08-20 20:14
329,1,NA,24-08-21 8:30
330,1,LL,24-08-21 19:47
331,1,NA,24-08-22 8:45
332,1,LL,24-08-22 19:57
333,1,NA,24-08-23 8:39
334,1,LL,24-08-23 20:06
335,1,NA,24-08-26 8:32
336,1,NL,24-08-26 18:06
337,1,NA,24-08-27 8:40
338,1,LL,24-08-27 19:44
339,1,NA,24-08-28 8:42
340,1,LL,24-08-28 19:45
341,1,NA,24-08-29 8:45
342,1,NL,24-08-29 18:14
343,1,NA,24-08-30 8:46
344,1,NL,24-08-30 18:09
345,1,NA,24-09-02 8:42
346,1,LL,24-09-02 20:09
347,1,NA,24-09-03 8:31
348,1,NL,24-09-03 18:27
349,1,BT,24-09-04 18:00
350,1,NA,24-09-05 8:46
351,1,LL,24-09-05 20:07
352,1,NA,24-09-06 8:43
353,1,NL,24-09-06 18:26
354,1,NA,24-09-09 8:50
355,1,NL,24-09-09 18:10
356,1,NA,24-09-10 8:40
357,1,NL,24-09-10 18:28
358,1,NA,24-09-11 8:44
359,1,LL,24-09-11 19:12
360,1,NA,24-09-12 8:58
361,1,NL,24-09-12 18:02
362,1,NA,24-09-13 8:34
363,1,NL,24-09-13 18:11
364,1,NA,24-09-16 8:33
365,1,NL,24-09-16 18:27
366,1,NA,24-09-17 8:47
367,1,LL,24-09-17 20:00
368,1,NA,24-09-18 8:36
369,1,NL,24-09-18 18:25
370,1,NA,24-09-19 8:35
371,1,NL,24-09-19 18:03
372,1,NA,24-09-20 8:59
373,1,NL,24-09-20 18:11
374,1,NA,24-09-23 8:51
375,1,NL,24-09-23 18:21
376,1,NA,24-09-24 8:51
377,1,NL,24-09-24 18:15
378,1,NA,24-09-25 8:38
379,1,LL,24-09-25 19:20
380,1,NA,24-09-26 8:42
381,1,LL,24-09-26 20:26
382,1,NA,24-09-27 8:37
383,1,NL,24-09-27 18:27
384,1,NA,24-09-30 8:51
385,1,NL,24-09-30 18:17
386,1,NA,24-10-01 8:51
387,1,NL,24-10-01 18:16
388,1,NA,24-10-02 8:32
389,1,NL,24-10-02 18:07
390,1,NA,24-10-04 8:41
391,1,NL,24-10-04 18:06
392,1,NA,24-10-07 8:52
393,1,NL,24-10-07 18:18
394,1,NA,24-10-08 8:33
395,1,LL,24-10-08 19:53
396,1,NA,24-10-09 8:42
397,1,LL,24-10-09 19:02
398,1,NA,24-10-10 8:50
399,1,NL,24-10-10 18:29
400,1,LA,24-10-11 9:06
401,1,NL,24-10-11 18:02
402,1,NA,24-10-14 8:40
403,1,LL,24-10-14 19:00
404,1,NA,24-10-15 8:35
405,1,NL,24-10-15 18:04
406,1,VC,24-10-16 18:00
407,1,NA,24-10-17 8:32
408,1,NL,24-10-17 18:20
409,1,NA,24-10-18 8:31
410,1,NL,24-10-18 18:28
411,1,NA,24-10-21 8:32
412,1,NL,24-10-21 18:12
413,1,VC,24-10-22 18:00
414,1,NA,24-10-23 8:48
415,1,LL,24-10-23 20:22
416,1,NA,24-10-24 8:50
417,1,NL,24-10-24 18:10
418,1,NA,24-10-25 8:35
419,1,LL,24-10-25 20:12
420,1,NA,24-10-28 8:45
421,1,LL,24-10-28 20:15
422,1,NA,24-10-29 8:33
423,1,LL,24-10-29 20:22
424,1,NA,24-10-30 8:53
425,1,NL,24-10-30 18:19
426,1,NA,24-10-31 8:53
427,1,NL,24-10-31 18:26
428,1,NA,24-11-01 8:35
429,1,NL,24-11-01 18:10
430,1,VC,24-11-04 18:00
431,1,NA,24-11-05 8:59
432,1,NL,24-11-05 18:25
433,1,NA,24-11-06 8:39
434,1,NL,24-11-06 18:23
435,1,NA,24-11-07 8:42
436,1,NL,24-11-07 18:07
437,1,NA,24-11-08 8:53
438,1,LL,24-11-08 19:49
439,1,NA,24-11-11 8:36
440,1,LL,24-11-11 20:26
441,1,LA,24-11-12 9:15
442,1,NL,24-11-12 18:14
443,1,NA,24-11-13 8:32
444,1,EL,24-11-13 16:03
445,1,NA,24-11-14 8:33
446,1,NL,24-11-14 18:08
447,1,NA,24-11-15 8:48
448,1,NL,24-11-15 18:11
449,1,NA,24-11-18 8:41
450,1,NL,24-11-18 18:20
451,1,NA,24-11-19 8:48
452,1,NL,24-11-19 18:24
453,1,VC,24-11-20 18:00
454,1,NA,24-11-21 8:52
455,1,NL,24-11-21 18:03
456,1,NA,24-11-22 8:40
457,1,NL,24-11-22 18:18
458,1,NA,24-11-25 8:45
459,1,NL,24-11-25 18:24
460,1,NA,24-11-26 8:59
461,1,NL,24-11-26 18:08
462,1,NA,24-11-27 8:38
463,1,NL,24-11-27 18:15
464,1,LA,24-11-28 9:02
465,1,LL,24-11-28 20:10
466,1,NA,24-11-29 8:59
467,1,NL,24-11-29 18:07
468,1,NA,24-12-02 8:32
469,1,NL,24-12-02 18:15
470,1,NA,24-12-03 8:38
471,1,NL,24-12-03 18:09
472,1,NA,24-12-04 8:56
473,1,NL,24-12-04 18:22
474,1,NA,24-12-05 8:57
475,1,LL,24-12-05 20:13
476,1,NA,24-12-06 8:46
477,1,NL,24-12-06 18:03
478,1,NA,24-12-09 8:37
479,1,NL,24-12-09 18:11
480,1,NA,24-12-10 8:58
481,1,NL,24-12-10 18:11
482,1,NA,24-12-11 8:49
483,1,LL,24-12-11 20:00
484,1,NA,24-12-12 8:58
485,1,NL,24-12-12 18:12
486,1,NA,24-12-13 8:40
487,1,NL,24-12-13 18:28
488,1,NA,24-12-16 8:34
489,1,NL,24-12-16 18:05
490,1,NA,24-12-17 8:32
491,1,LL,24-12-17 20:25
492,1,NA,24-12-18 8:34
493,1,NL,24-12-18 18:14
494,1,NA,24-12-19 8:31
495,1,NL,24-12-19 18:20
496,1,NA,24-12-20 8:50
497,1,NL,24-12-20 18:28
498,1,NA,24-12-23 8:49
499,1,LL,24-12-23 19:29
500,1,NA,24-12-24 8:46
501,1,NL,24-12-24 18:12
502,1,NA,24-12-26 8:53
503,1,LL,24-12-26 20:25
504,1,NA,24-12-27 8:30
505,1,LL,24-12-27 19:44
506,1,NA,24-12-30 8:47
507,1,NL,24-12-30 18:04
508,1,VC,24-12-31 18:00
