ATTEND_RECORD_IDX,USER_IDX,ATTEND_STATUS,REG_DATE
65,1,NL,24-02-16 18:03
66,1,NA,24-02-19 8:57
67,1,NL,24-02-19 18:27
68,1,NA,24-02-20 8:58
69,1,NL,24-02-20 18:26
70,1,NA,24-02-21 8:46
71,1,NL,24-02-21 18:02
72,1,NA,24-02-22 8:47
73,1,NL,24-02-22 18:03
74,1,NA,24-02-23 8:40
75,1,NL,24-02-23 18:21
76,1,NA,24-02-26 8:41
77,1,NL,24-02-26 18:11
78,1,NA,24-02-27 8:49
79,1,NL,24-02-27 18:06
80,1,NA,24-02-28 8:43
81,1,NL,24-02-28 18:28
82,1,NA,24-02-29 8:44
83,1,NL,24-02-29 18:28
84,1,NA,24-03-04 8:44
85,1,NL,24-03-04 18:04
86,1,NA,24-03-05 8:59
87,1,NL,24-03-05 18:04
88,1,NA,24-03-06 8:54
89,1,NL,24-03-06 18:10
90,1,NA,24-03-07 8:36
91,1,NL,24-03-07 18:17
92,1,NA,24-03-08 8:48
93,1,LL,24-03-08 19:51
94,1,NA,24-03-11 8:37
95,1,EL,24-03-11 17:07
96,1,NA,24-03-12 8:58
97,1,NL,24-03-12 18:23
98,1,NA,24-03-13 8:36
99,1,NL,24-03-13 18:15
100,1,NA,24-03-14 8:50
101,1,NL,24-03-14 18:20
102,1,NA,24-03-15 8:59
103,1,NL,24-03-15 18:08
104,1,NA,24-03-18 8:51
105,1,NL,24-03-18 18:01
106,1,NA,24-03-19 8:30
107,1,NL,24-03-19 18:19
108,1,NA,24-03-20 8:34
109,1,NL,24-03-20 18:18
110,1,NA,24-03-21 8:44
111,1,NL,24-03-21 18:03
112,1,NA,24-03-22 8:37
113,1,NL,24-03-22 18:00
114,1,NA,24-03-25 8:38
115,1,NL,24-03-25 18:04
116,1,NA,24-03-26 8:43
117,1,LL,24-03-26 20:18
118,1,NA,24-03-27 8:31
119,1,NL,24-03-27 18:22
120,1,NA,24-03-28 8:44
121,1,OT,24-03-28 14:01
122,1,EL,24-03-28 15:01
123,1,BT,24-03-29 18:00
124,1,NA,24-04-01 8:59
125,1,NL,24-04-01 18:18
126,1,NA,24-04-02 8:43
127,1,LL,24-04-02 19:12
128,1,NA,24-04-03 8:56
129,1,NL,24-04-03 18:21
130,1,NA,24-04-04 8:36
131,1,NL,24-04-04 18:26
132,1,NA,24-04-05 8:45
133,1,NL,24-04-05 18:23
134,1,NA,24-04-08 8:57
135,1,NL,24-04-08 18:26
136,1,NA,24-04-09 8:45
137,1,LL,24-04-09 20:07
138,1,NA,24-04-10 8:48
139,1,NL,24-04-10 18:24
140,1,NA,24-04-11 8:56
141,1,NL,24-04-11 18:03
142,1,NA,24-04-12 8:32
143,1,NL,24-04-12 18:13
144,1,NA,24-04-15 8:44
145,1,NL,24-04-15 18:19
146,1,NA,24-04-16 8:49
147,1,NL,24-04-16 18:00
148,1,NA,24-04-17 8:37
149,1,NL,24-04-17 18:20
150,1,NA,24-04-18 8:51
151,1,NL,24-04-18 18:07
152,1,NA,24-04-19 8:30
153,1,NL,24-04-19 18:01
154,1,NA,24-04-22 8:44
155,1,NL,24-04-22 18:22
156,1,NA,24-04-23 8:49
157,1,NL,24-04-23 18:26
158,1,NA,24-04-24 8:35
159,1,NL,24-04-24 18:22
160,1,NA,24-04-25 8:50
161,1,NL,24-04-25 18:16
162,1,NA,24-04-26 8:42
163,1,NL,24-04-26 18:02
164,1,NA,24-04-29 8:32
165,1,NL,24-04-29 18:13
166,1,NA,24-04-30 8:37
167,1,NL,24-04-30 18:21
168,1,NA,24-05-01 8:40
169,1,NL,24-05-01 18:17
170,1,NA,24-05-02 8:55
171,1,NL,24-05-02 18:17
172,1,NA,24-05-03 8:32
173,1,LL,24-05-03 19:42
174,1,NA,24-05-06 8:32
175,1,NL,24-05-06 18:26
176,1,NA,24-05-07 8:55
177,1,NL,24-05-07 18:23
178,1,NA,24-05-08 8:48
179,1,NL,24-05-08 18:22
180,1,NA,24-05-09 8:59
181,1,NL,24-05-09 18:13
182,1,NA,24-05-10 8:59
183,1,NL,24-05-10 18:22
184,1,NA,24-05-13 8:46
185,1,NL,24-05-13 18:21
186,1,AB,24-05-14 18:00
187,1,NA,24-05-15 8:36
188,1,NL,24-05-15 18:03
189,1,NA,24-05-16 8:42
190,1,NL,24-05-16 18:22
191,1,NA,24-05-17 8:52
192,1,NL,24-05-17 18:09
193,1,NA,24-05-20 8:33
194,1,NL,24-05-20 18:02
195,1,LA,24-05-21 9:21
196,1,NL,24-05-21 18:17
197,1,NA,24-05-22 8:57
198,1,NL,24-05-22 18:17
199,1,NA,24-05-23 8:43
200,1,NL,24-05-23 18:04
201,1,VC,24-05-24 18:00
202,1,NA,24-05-27 8:41
203,1,NL,24-05-27 18:07
204,1,NA,24-05-28 8:39
205,1,NL,24-05-28 18:20
206,1,NA,24-05-29 8:44
207,1,NL,24-05-29 18:17
208,1,NA,24-05-30 8:54
209,1,NL,24-05-30 18:14
210,1,NA,24-05-31 8:55
211,1,NL,24-05-31 18:06
212,1,VC,24-06-03 18:00
213,1,NA,24-06-04 8:40
214,1,NL,24-06-04 18:14
215,1,NA,24-06-05 8:56
216,1,NL,24-06-05 18:27
217,1,NA,24-06-06 8:47
218,1,NL,24-06-06 18:25
219,1,NA,24-06-07 8:36
220,1,LL,24-06-07 20:05
221,1,NA,24-06-10 8:46
222,1,NL,24-06-10 18:06
223,1,NA,24-06-11 8:34
224,1,NL,24-06-11 18:04
225,1,NA,24-06-12 8:52
226,1,NL,24-06-12 18:15
227,1,NA,24-06-13 8:54
228,1,NL,24-06-13 18:00
229,1,NA,24-06-14 8:39
230,1,EL,24-06-14 15:01
231,1,NA,24-06-17 8:41
232,1,LL,24-06-17 19:56
233,1,NA,24-06-18 8:34
234,1,NL,24-06-18 18:04
235,1,BT,24-06-19 18:00
236,1,NA,24-06-20 8:53
237,1,NL,24-06-20 18:11
238,1,NA,24-06-21 8:58
239,1,NL,24-06-21 18:20
240,1,NA,24-06-24 8:34
241,1,NL,24-06-24 18:23
242,1,NA,24-06-25 8:54
243,1,NL,24-06-25 18:04
244,1,NA,24-06-26 8:38
245,1,NL,24-06-26 18:15
246,1,NA,24-06-27 8:55
247,1,NL,24-06-27 18:23
248,1,NA,24-06-28 8:51
249,1,NL,24-06-28 18:21
250,1,NA,24-07-01 8:37
251,1,LL,24-07-01 19:31
252,1,NA,24-07-02 8:33
253,1,NL,24-07-02 18:26
254,1,NA,24-07-03 8:45
255,1,LL,24-07-03 19:32
256,1,NA,24-07-04 8:37
257,1,NL,24-07-04 18:12
258,1,NA,24-07-05 8:34
259,1,NL,24-07-05 18:08
260,1,LA,24-07-08 9:14
261,1,NL,24-07-08 18:14
262,1,LA,24-07-09 9:27
263,1,NL,24-07-09 18:07
264,1,NA,24-07-10 8:57
265,1,NL,24-07-10 18:16
266,1,NA,24-07-11 8:32
267,1,NL,24-07-11 18:07
268,1,NA,24-07-12 8:57
269,1,NL,24-07-12 18:26
270,1,NA,24-07-15 8:44
271,1,NL,24-07-15 18:28
272,1,NA,24-07-16 8:40
273,1,NL,24-07-16 18:14
274,1,NA,24-07-17 8:42
275,1,EL,24-07-17 17:28
276,1,VC,24-07-18 18:00
277,1,NA,24-07-19 8:42
278,1,NL,24-07-19 18:15
279,1,NA,24-07-22 8:30
280,1,NL,24-07-22 18:17
281,1,NA,24-07-23 8:46
282,1,NL,24-07-23 18:12
283,1,NA,24-07-24 8:35
284,1,NL,24-07-24 18:15
285,1,NA,24-07-25 8:45
286,1,LL,24-07-25 19:28
287,1,NA,24-07-26 8:44
288,1,NL,24-07-26 18:22
289,1,NA,24-07-29 8:45
290,1,NL,24-07-29 18:16
291,1,NA,24-07-30 8:50
292,1,NL,24-07-30 18:21
293,1,NA,24-07-31 8:32
294,1,NL,24-07-31 18:02
295,1,NA,24-08-01 8:36
296,1,NL,24-08-01 18:00
297,1,NA,24-08-02 8:43
298,1,NL,24-08-02 18:17
299,1,NA,24-08-05 8:50
300,1,NL,24-08-05 18:08
301,1,NA,24-08-06 8:30
302,1,EL,24-08-06 17:57
303,1,NA,24-08-07 8:30
304,1,NL,24-08-07 18:03
305,1,NA,24-08-08 8:59
306,1,NL,24-08-08 18:10
307,1,BT,24-08-09 18:00
308,1,NA,24-08-12 8:56
309,1,NL,24-08-12 18:26
310,1,NA,24-08-13 8:59
311,1,NL,24-08-13 18:19
312,1,NA,24-08-14 8:40
313,1,NL,24-08-14 18:17
314,1,NA,24-08-16 8:52
315,1,NL,24-08-16 18:16
316,1,NA,24-08-19 8:58
317,1,LL,24-08-19 20:14
318,1,NA,24-08-20 8:30
319,1,NL,24-08-20 18:19
320,1,NA,24-08-21 8:38
321,1,NL,24-08-21 18:22
322,1,BT,24-08-22 18:00
323,1,NA,24-08-23 8:38
324,1,NL,24-08-23 18:23
325,1,NA,24-08-26 8:37
326,1,LL,24-08-26 19:10
327,1,LA,24-08-27 9:27
328,1,NL,24-08-27 18:02
329,1,BT,24-08-28 18:00
330,1,NA,24-08-29 8:32
331,1,NL,24-08-29 18:20
332,1,NA,24-08-30 8:58
333,1,NL,24-08-30 18:14
334,1,NA,24-09-02 8:59
335,1,NL,24-09-02 18:15
336,1,NA,24-09-03 8:50
337,1,NL,24-09-03 18:05
338,1,NA,24-09-04 8:44
339,1,NL,24-09-04 18:29
340,1,NA,24-09-05 8:42
341,1,NL,24-09-05 18:22
342,1,NA,24-09-06 8:30
343,1,LL,24-09-06 19:59
344,1,NA,24-09-09 8:43
345,1,NL,24-09-09 18:25
346,1,NA,24-09-10 8:58
347,1,OT,24-09-10 11:26
348,1,EL,24-09-10 13:26
349,1,NA,24-09-11 8:50
350,1,NL,24-09-11 18:13
351,1,NA,24-09-12 8:44
352,1,EL,24-09-12 15:56
353,1,NA,24-09-13 8:48
354,1,NL,24-09-13 18:24
355,1,NA,24-09-16 8:38
356,1,NL,24-09-16 18:25
357,1,NA,24-09-17 8:51
358,1,NL,24-09-17 18:29
359,1,NA,24-09-18 8:36
360,1,NL,24-09-18 18:19
361,1,NA,24-09-19 8:42
362,1,OT,24-09-19 13:59
363,1,EL,24-09-19 15:59
364,1,NA,24-09-20 8:45
365,1,NL,24-09-20 18:03
366,1,NA,24-09-23 8:41
367,1,NL,24-09-23 18:16
368,1,NA,24-09-24 8:50
369,1,NL,24-09-24 18:21
370,1,NA,24-09-25 8:45
371,1,NL,24-09-25 18:21
372,1,BT,24-09-26 18:00
373,1,NA,24-09-27 8:35
374,1,NL,24-09-27 18:03
375,1,NA,24-09-30 8:48
376,1,NL,24-09-30 18:00
377,1,NA,24-10-01 8:50
378,1,NL,24-10-01 18:22
379,1,NA,24-10-02 8:41
380,1,NL,24-10-02 18:27
381,1,NA,24-10-04 8:31
382,1,NL,24-10-04 18:25
383,1,NA,24-10-07 8:52
384,1,LL,24-10-07 19:48
385,1,BT,24-10-08 18:00
386,1,NA,24-10-09 8:41
387,1,EL,24-10-09 17:30
388,1,BT,24-10-10 18:00
389,1,NA,24-10-11 8:41
390,1,NL,24-10-11 18:19
391,1,NA,24-10-14 8:54
392,1,NL,24-10-14 18:05
393,1,NA,24-10-15 8:30
394,1,OT,24-10-15 12:05
395,1,RT,24-10-15 13:18
396,1,NL,24-10-15 18:27
397,1,BT,24-10-16 18:00
398,1,NA,24-10-17 8:52
399,1,LL,24-10-17 20:04
400,1,NA,24-10-18 8:41
401,1,NL,24-10-18 18:21
402,1,NA,24-10-21 8:45
403,1,LL,24-10-21 20:03
404,1,NA,24-10-22 8:31
405,1,NL,24-10-22 18:21
406,1,NA,24-10-23 8:40
407,1,NL,24-10-23 18:15
408,1,LA,24-10-24 9:28
409,1,NL,24-10-24 18:17
410,1,NA,24-10-25 8:54
411,1,NL,24-10-25 18:05
412,1,NA,24-10-28 8:55
413,1,NL,24-10-28 18:19
414,1,NA,24-10-29 8:38
415,1,LL,24-10-29 20:16
416,1,NA,24-10-30 8:55
417,1,LL,24-10-30 20:29
418,1,NA,24-10-31 8:46
419,1,NL,24-10-31 18:09
420,1,NA,24-11-01 8:52
421,1,NL,24-11-01 18:02
422,1,NA,24-11-04 8:37
423,1,OT,24-11-04 11:25
424,1,RT,24-11-04 12:29
425,1,EL,24-11-04 16:01
426,1,NA,24-11-05 8:44
427,1,NL,24-11-05 18:24
428,1,NA,24-11-06 8:49
429,1,NL,24-11-06 18:23
430,1,NA,24-11-07 8:36
431,1,OT,24-11-07 13:55
432,1,RT,24-11-07 15:04
433,1,NL,24-11-07 18:13
434,1,NA,24-11-08 8:39
435,1,NL,24-11-08 18:23
436,1,NA,24-11-11 8:59
437,1,NL,24-11-11 18:17
438,1,NA,24-11-12 8:52
439,1,LL,24-11-12 20:19
440,1,NA,24-11-13 8:56
441,1,NL,24-11-13 18:13
442,1,NA,24-11-14 8:51
443,1,NL,24-11-14 18:19
444,1,NA,24-11-15 8:36
445,1,NL,24-11-15 18:23
446,1,NA,24-11-18 8:37
447,1,NL,24-11-18 18:13
448,1,NA,24-11-19 8:34
449,1,NL,24-11-19 18:26
450,1,NA,24-11-20 8:36
451,1,NL,24-11-20 18:02
452,1,BT,24-11-21 18:00
453,1,NA,24-11-22 8:56
454,1,NL,24-11-22 18:16
455,1,NA,24-11-25 8:51
456,1,NL,24-11-25 18:23
457,1,NA,24-11-26 8:48
458,1,NL,24-11-26 18:02
459,1,NA,24-11-27 8:40
460,1,NL,24-11-27 18:03
461,1,NA,24-11-28 8:35
462,1,NL,24-11-28 18:03
463,1,NA,24-11-29 8:53
464,1,NL,24-11-29 18:22
465,1,NA,24-12-02 8:40
466,1,NL,24-12-02 18:25
467,1,VC,24-12-03 18:00
468,1,NA,24-12-04 8:51
469,1,NL,24-12-04 18:07
470,1,NA,24-12-05 8:56
471,1,NL,24-12-05 18:03
472,1,NA,24-12-06 8:34
473,1,LL,24-12-06 19:37
474,1,NA,24-12-09 8:37
475,1,NL,24-12-09 18:25
476,1,NA,24-12-10 8:50
477,1,NL,24-12-10 18:19
478,1,NA,24-12-11 8:31
479,1,NL,24-12-11 18:20
480,1,NA,24-12-12 8:32
481,1,NL,24-12-12 18:11
482,1,NA,24-12-13 8:49
483,1,NL,24-12-13 18:28
484,1,LA,24-12-16 9:18
485,1,LL,24-12-16 19:42
486,1,LA,24-12-17 9:14
487,1,NL,24-12-17 18:28
488,1,NA,24-12-18 8:49
489,1,NL,24-12-18 18:25
490,1,NA,24-12-19 8:41
491,1,NL,24-12-19 18:22
492,1,NA,24-12-20 8:52
493,1,NL,24-12-20 18:22
494,1,NA,24-12-23 8:45
495,1,NL,24-12-23 18:27
496,1,NA,24-12-24 8:49
497,1,NL,24-12-24 18:19
498,1,NA,24-12-26 8:44
499,1,NL,24-12-26 18:09
500,1,NA,24-12-27 8:41
501,1,EL,24-12-27 16:49
502,1,NA,24-12-30 8:36
503,1,NL,24-12-30 18:03
504,1,NA,24-12-31 8:35
505,1,NL,24-12-31 18:20
