ATTEND_RECORD_IDX,USER_IDX,ATTEND_STATUS,REG_DATE
68,1,NA,24-02-19 8:39
69,1,NL,24-02-19 18:13
70,1,VC,24-02-20 18:00
71,1,NA,24-02-21 8:30
72,1,NL,24-02-21 18:03
73,1,LA,24-02-22 9:14
74,1,NL,24-02-22 18:26
75,1,NA,24-02-23 8:46
76,1,NL,24-02-23 18:14
77,1,NA,24-02-26 8:47
78,1,NL,24-02-26 18:19
79,1,NA,24-02-27 8:59
80,1,OT,24-02-27 11:23
81,1,RT,24-02-27 13:21
82,1,NL,24-02-27 18:15
83,1,NA,24-02-28 8:53
84,1,NL,24-02-28 18:24
85,1,NA,24-02-29 8:37
86,1,NL,24-02-29 18:27
87,1,NA,24-03-04 8:55
88,1,NL,24-03-04 18:07
89,1,NA,24-03-05 8:53
90,1,NL,24-03-05 18:00
91,1,NA,24-03-06 8:53
92,1,OT,24-03-06 12:10
93,1,RT,24-03-06 13:46
94,1,NL,24-03-06 18:08
95,1,NA,24-03-07 8:33
96,1,NL,24-03-07 18:02
97,1,NA,24-03-08 8:47
98,1,NL,24-03-08 18:17
99,1,NA,24-03-11 8:57
100,1,NL,24-03-11 18:08
101,1,NA,24-03-12 8:54
102,1,NL,24-03-12 18:26
103,1,LA,24-03-13 9:07
104,1,NL,24-03-13 18:24
105,1,NA,24-03-14 8:46
106,1,NL,24-03-14 18:03
107,1,NA,24-03-15 8:43
108,1,NL,24-03-15 18:01
109,1,NA,24-03-18 8:34
110,1,LL,24-03-18 19:39
111,1,NA,24-03-19 8:34
112,1,NL,24-03-19 18:05
113,1,NA,24-03-20 8:43
114,1,NL,24-03-20 18:08
115,1,NA,24-03-21 8:58
116,1,NL,24-03-21 18:27
117,1,NA,24-03-22 8:39
118,1,LL,24-03-22 19:54
119,1,NA,24-03-25 8:49
120,1,NL,24-03-25 18:20
121,1,LA,24-03-26 9:01
122,1,NL,24-03-26 18:00
123,1,LA,24-03-27 9:07
124,1,NL,24-03-27 18:03
125,1,NA,24-03-28 8:46
126,1,NL,24-03-28 18:13
127,1,NA,24-03-29 8:44
128,1,NL,24-03-29 18:04
129,1,NA,24-04-01 8:59
130,1,NL,24-04-01 18:03
131,1,NA,24-04-02 8:50
132,1,OT,24-04-02 12:11
133,1,RT,24-04-02 13:11
134,1,NL,24-04-02 18:05
135,1,NA,24-04-03 8:38
136,1,EL,24-04-03 17:58
137,1,LA,24-04-04 9:27
138,1,NL,24-04-04 18:12
139,1,NA,24-04-05 8:45
140,1,LL,24-04-05 19:21
141,1,LA,24-04-08 9:02
142,1,NL,24-04-08 18:27
143,1,NA,24-04-09 8:48
144,1,NL,24-04-09 18:04
145,1,NA,24-04-10 8:40
146,1,OT,24-04-10 13:03
147,1,RT,24-04-10 14:31
148,1,EL,24-04-10 15:01
149,1,LA,24-04-11 9:09
150,1,NL,24-04-11 18:12
151,1,NA,24-04-12 8:36
152,1,LL,24-04-12 19:50
153,1,NA,24-04-15 8:36
154,1,NL,24-04-15 18:01
155,1,NA,24-04-16 8:36
156,1,NL,24-04-16 18:11
157,1,NA,24-04-17 8:31
158,1,NL,24-04-17 18:23
159,1,NA,24-04-18 8:42
160,1,NL,24-04-18 18:11
161,1,LA,24-04-19 9:16
162,1,EL,24-04-19 17:39
163,1,NA,24-04-22 8:31
164,1,OT,24-04-22 11:12
165,1,EL,24-04-22 12:12
166,1,NA,24-04-23 8:34
167,1,NL,24-04-23 18:14
168,1,NA,24-04-24 8:42
169,1,NL,24-04-24 18:24
170,1,NA,24-04-25 8:30
171,1,NL,24-04-25 18:21
172,1,NA,24-04-26 8:49
173,1,NL,24-04-26 18:29
174,1,NA,24-04-29 8:54
175,1,NL,24-04-29 18:07
176,1,NA,24-04-30 8:32
177,1,NL,24-04-30 18:16
178,1,VC,24-05-01 18:00
179,1,NA,24-05-02 8:48
180,1,NL,24-05-02 18:25
181,1,NA,24-05-03 8:33
182,1,LL,24-05-03 19:58
183,1,NA,24-05-06 8:45
184,1,NL,24-05-06 18:23
185,1,NA,24-05-07 8:49
186,1,LL,24-05-07 20:15
187,1,NA,24-05-08 8:39
188,1,NL,24-05-08 18:21
189,1,NA,24-05-09 8:47
190,1,NL,24-05-09 18:01
191,1,NA,24-05-10 8:40
192,1,OT,24-05-10 14:23
193,1,EL,24-05-10 16:23
194,1,NA,24-05-13 8:56
195,1,EL,24-05-13 15:09
196,1,LA,24-05-14 9:01
197,1,NL,24-05-14 18:07
198,1,NA,24-05-15 8:59
199,1,NL,24-05-15 18:27
200,1,NA,24-05-16 8:47
201,1,NL,24-05-16 18:12
202,1,NA,24-05-17 8:31
203,1,NL,24-05-17 18:29
204,1,LA,24-05-20 9:13
205,1,NL,24-05-20 18:26
206,1,NA,24-05-21 8:53
207,1,NL,24-05-21 18:13
208,1,LA,24-05-22 9:11
209,1,NL,24-05-22 18:08
210,1,NA,24-05-23 8:37
211,1,NL,24-05-23 18:02
212,1,NA,24-05-24 8:44
213,1,LL,24-05-24 20:05
214,1,NA,24-05-27 8:31
215,1,NL,24-05-27 18:19
216,1,NA,24-05-28 8:36
217,1,NL,24-05-28 18:27
218,1,NA,24-05-29 8:52
219,1,NL,24-05-29 18:00
220,1,LA,24-05-30 9:12
221,1,NL,24-05-30 18:21
222,1,NA,24-05-31 8:36
223,1,NL,24-05-31 18:22
224,1,NA,24-06-03 8:46
225,1,NL,24-06-03 18:27
226,1,LA,24-06-04 9:28
227,1,NL,24-06-04 18:27
228,1,LA,24-06-05 9:28
229,1,NL,24-06-05 18:02
230,1,LA,24-06-06 9:09
231,1,NL,24-06-06 18:00
232,1,NA,24-06-07 8:58
233,1,EL,24-06-07 15:47
234,1,NA,24-06-10 8:32
235,1,NL,24-06-10 18:28
236,1,VC,24-06-11 18:00
237,1,NA,24-06-12 8:47
238,1,NL,24-06-12 18:04
239,1,NA,24-06-13 8:32
240,1,NL,24-06-13 18:22
241,1,NA,24-06-14 8:40
242,1,OT,24-06-14 14:16
243,1,RT,24-06-14 15:47
244,1,NL,24-06-14 18:12
245,1,LA,24-06-17 9:13
246,1,NL,24-06-17 18:28
247,1,NA,24-06-18 8:49
248,1,NL,24-06-18 18:25
249,1,NA,24-06-19 8:48
250,1,NL,24-06-19 18:23
251,1,LA,24-06-20 9:02
252,1,EL,24-06-20 16:31
253,1,LA,24-06-21 9:15
254,1,NL,24-06-21 18:25
255,1,NA,24-06-24 8:33
256,1,NL,24-06-24 18:00
257,1,NA,24-06-25 8:38
258,1,NL,24-06-25 18:08
259,1,LA,24-06-26 9:04
260,1,NL,24-06-26 18:24
261,1,NA,24-06-27 8:56
262,1,NL,24-06-27 18:23
263,1,NA,24-06-28 8:48
264,1,NL,24-06-28 18:16
265,1,NA,24-07-01 8:40
266,1,NL,24-07-01 18:16
267,1,NA,24-07-02 8:31
268,1,NL,24-07-02 18:29
269,1,NA,24-07-03 8:57
270,1,NL,24-07-03 18:11
271,1,NA,24-07-04 8:36
272,1,NL,24-07-04 18:01
273,1,NA,24-07-05 8:47
274,1,NL,24-07-05 18:02
275,1,NA,24-07-08 8:56
276,1,NL,24-07-08 18:00
277,1,NA,24-07-09 8:44
278,1,NL,24-07-09 18:13
279,1,NA,24-07-10 8:47
280,1,NL,24-07-10 18:16
281,1,NA,24-07-11 8:30
282,1,NL,24-07-11 18:27
283,1,LA,24-07-12 9:02
284,1,NL,24-07-12 18:25
285,1,NA,24-07-15 8:36
286,1,NL,24-07-15 18:14
287,1,NA,24-07-16 8:58
288,1,NL,24-07-16 18:22
289,1,NA,24-07-17 8:38
290,1,NL,24-07-17 18:05
291,1,NA,24-07-18 8:52
292,1,LL,24-07-18 19:32
293,1,NA,24-07-19 8:51
294,1,NL,24-07-19 18:12
295,1,NA,24-07-22 8:50
296,1,LL,24-07-22 20:02
297,1,NA,24-07-23 8:37
298,1,LL,24-07-23 19:17
299,1,NA,24-07-24 8:31
300,1,NL,24-07-24 18:27
301,1,NA,24-07-25 8:54
302,1,NL,24-07-25 18:15
303,1,LA,24-07-26 9:17
304,1,NL,24-07-26 18:22
305,1,NA,24-07-29 8:51
306,1,LL,24-07-29 20:13
307,1,NA,24-07-30 8:59
308,1,NL,24-07-30 18:10
309,1,NA,24-07-31 8:57
310,1,NL,24-07-31 18:00
311,1,NA,24-08-01 8:57
312,1,NL,24-08-01 18:16
313,1,NA,24-08-02 8:32
314,1,NL,24-08-02 18:18
315,1,LA,24-08-05 9:17
316,1,NL,24-08-05 18:15
317,1,NA,24-08-06 8:59
318,1,NL,24-08-06 18:14
319,1,NA,24-08-07 8:42
320,1,NL,24-08-07 18:04
321,1,NA,24-08-08 8:41
322,1,NL,24-08-08 18:15
323,1,LA,24-08-09 9:04
324,1,NL,24-08-09 18:02
325,1,NA,24-08-12 8:30
326,1,NL,24-08-12 18:22
327,1,NA,24-08-13 8:46
328,1,NL,24-08-13 18:03
329,1,NA,24-08-14 8:45
330,1,NL,24-08-14 18:10
331,1,NA,24-08-16 8:38
332,1,NL,24-08-16 18:28
333,1,NA,24-08-19 8:45
334,1,NL,24-08-19 18:25
335,1,NA,24-08-20 8:44
336,1,NL,24-08-20 18:19
337,1,NA,24-08-21 8:46
338,1,NL,24-08-21 18:19
339,1,NA,24-08-22 8:35
340,1,NL,24-08-22 18:01
341,1,NA,24-08-23 8:41
342,1,NL,24-08-23 18:12
343,1,NA,24-08-26 8:48
344,1,NL,24-08-26 18:09
345,1,NA,24-08-27 8:35
346,1,LL,24-08-27 19:53
347,1,NA,24-08-28 8:37
348,1,NL,24-08-28 18:26
349,1,NA,24-08-29 8:52
350,1,NL,24-08-29 18:19
351,1,NA,24-08-30 8:38
352,1,NL,24-08-30 18:09
353,1,NA,24-09-02 8:41
354,1,NL,24-09-02 18:25
355,1,LA,24-09-03 9:05
356,1,NL,24-09-03 18:24
357,1,NA,24-09-04 8:45
358,1,NL,24-09-04 18:03
359,1,NA,24-09-05 8:54
360,1,NL,24-09-05 18:18
361,1,NA,24-09-06 8:30
362,1,LL,24-09-06 19:59
363,1,NA,24-09-09 8:57
364,1,OT,24-09-09 11:33
365,1,EL,24-09-09 12:33
366,1,NA,24-09-10 8:44
367,1,NL,24-09-10 18:02
368,1,NA,24-09-11 8:30
369,1,NL,24-09-11 18:20
370,1,NA,24-09-12 8:35
371,1,NL,24-09-12 18:25
372,1,NA,24-09-13 8:51
373,1,NL,24-09-13 18:20
374,1,LA,24-09-16 9:22
375,1,EL,24-09-16 17:55
376,1,NA,24-09-17 8:41
377,1,EL,24-09-17 16:13
378,1,NA,24-09-18 8:41
379,1,NL,24-09-18 18:07
380,1,NA,24-09-19 8:35
381,1,LL,24-09-19 19:05
382,1,NA,24-09-20 8:59
383,1,LL,24-09-20 20:24
384,1,NA,24-09-23 8:44
385,1,NL,24-09-23 18:03
386,1,NA,24-09-24 8:58
387,1,NL,24-09-24 18:11
388,1,NA,24-09-25 8:51
389,1,NL,24-09-25 18:26
390,1,NA,24-09-26 8:51
391,1,NL,24-09-26 18:06
392,1,NA,24-09-27 8:40
393,1,NL,24-09-27 18:17
394,1,NA,24-09-30 8:39
395,1,NL,24-09-30 18:26
396,1,LA,24-10-01 9:14
397,1,NL,24-10-01 18:29
398,1,NA,24-10-02 8:50
399,1,NL,24-10-02 18:04
400,1,LA,24-10-04 9:24
401,1,NL,24-10-04 18:21
402,1,LA,24-10-07 9:29
403,1,NL,24-10-07 18:04
404,1,LA,24-10-08 9:29
405,1,NL,24-10-08 18:29
406,1,NA,24-10-09 8:37
407,1,NL,24-10-09 18:12
408,1,NA,24-10-10 8:44
409,1,NL,24-10-10 18:21
410,1,NA,24-10-11 8:34
411,1,NL,24-10-11 18:21
412,1,NA,24-10-14 8:50
413,1,NL,24-10-14 18:05
414,1,NA,24-10-15 8:45
415,1,NL,24-10-15 18:14
416,1,NA,24-10-16 8:51
417,1,NL,24-10-16 18:00
418,1,NA,24-10-17 8:31
419,1,NL,24-10-17 18:01
420,1,NA,24-10-18 8:48
421,1,NL,24-10-18 18:07
422,1,VC,24-10-21 18:00
423,1,NA,24-10-22 8:33
424,1,NL,24-10-22 18:11
425,1,NA,24-10-23 8:48
426,1,NL,24-10-23 18:11
427,1,NA,24-10-24 8:52
428,1,NL,24-10-24 18:23
429,1,NA,24-10-25 8:53
430,1,NL,24-10-25 18:17
431,1,NA,24-10-28 8:35
432,1,LL,24-10-28 19:29
433,1,LA,24-10-29 9:23
434,1,NL,24-10-29 18:18
435,1,NA,24-10-30 8:59
436,1,EL,24-10-30 17:36
437,1,LA,24-10-31 9:20
438,1,LL,24-10-31 19:52
439,1,AB,24-11-01 18:00
440,1,NA,24-11-04 8:53
441,1,NL,24-11-04 18:05
442,1,NA,24-11-05 8:46
443,1,NL,24-11-05 18:03
444,1,NA,24-11-06 8:37
445,1,NL,24-11-06 18:03
446,1,VC,24-11-07 18:00
447,1,LA,24-11-08 9:12
448,1,NL,24-11-08 18:17
449,1,NA,24-11-11 8:33
450,1,NL,24-11-11 18:20
451,1,VC,24-11-12 18:00
452,1,NA,24-11-13 8:57
453,1,LL,24-11-13 20:26
454,1,LA,24-11-14 9:03
455,1,LL,24-11-14 20:09
456,1,NA,24-11-15 8:43
457,1,NL,24-11-15 18:26
458,1,NA,24-11-18 8:47
459,1,NL,24-11-18 18:08
460,1,NA,24-11-19 8:30
461,1,NL,24-11-19 18:21
462,1,NA,24-11-20 8:54
463,1,NL,24-11-20 18:02
464,1,NA,24-11-21 8:37
465,1,NL,24-11-21 18:20
466,1,NA,24-11-22 8:56
467,1,NL,24-11-22 18:01
468,1,NA,24-11-25 8:33
469,1,NL,24-11-25 18:18
470,1,NA,24-11-26 8:45
471,1,NL,24-11-26 18:00
472,1,NA,24-11-27 8:58
473,1,NL,24-11-27 18:24
474,1,NA,24-11-28 8:47
475,1,EL,24-11-28 15:08
476,1,LA,24-11-29 9:23
477,1,NL,24-11-29 18:15
478,1,NA,24-12-02 8:45
479,1,NL,24-12-02 18:08
480,1,VC,24-12-03 18:00
481,1,NA,24-12-04 8:50
482,1,NL,24-12-04 18:26
483,1,NA,24-12-05 8:41
484,1,NL,24-12-05 18:03
485,1,NA,24-12-06 8:38
486,1,NL,24-12-06 18:01
487,1,NA,24-12-09 8:32
488,1,NL,24-12-09 18:12
489,1,NA,24-12-10 8:33
490,1,NL,24-12-10 18:01
491,1,NA,24-12-11 8:59
492,1,NL,24-12-11 18:18
493,1,NA,24-12-12 8:48
494,1,NL,24-12-12 18:00
495,1,NA,24-12-13 8:51
496,1,NL,24-12-13 18:15
497,1,NA,24-12-16 8:33
498,1,NL,24-12-16 18:08
499,1,LA,24-12-17 9:07
500,1,NL,24-12-17 18:14
501,1,NA,24-12-18 8:34
502,1,NL,24-12-18 18:04
503,1,NA,24-12-19 8:54
504,1,NL,24-12-19 18:02
505,1,NA,24-12-20 8:30
506,1,NL,24-12-20 18:22
507,1,NA,24-12-23 8:41
508,1,NL,24-12-23 18:05
509,1,NA,24-12-24 8:48
510,1,NL,24-12-24 18:06
511,1,NA,24-12-26 8:47
512,1,NL,24-12-26 18:02
513,1,NA,24-12-27 8:57
514,1,LL,24-12-27 19:51
515,1,NA,24-12-30 8:32
516,1,LL,24-12-30 19:12
517,1,NA,24-12-31 8:37
518,1,NL,24-12-31 18:29
