ATTEND_STATUS,REG_DATE,ADMIN_IDX
NL,24-06-11 18:13,26
NA,24-06-12 8:51,26
NL,24-06-12 18:21,26
VC,24-06-13 18:00,26
NA,24-06-14 8:44,26
OT,24-06-14 11:35,26
RT,24-06-14 13:23,26
NL,24-06-14 18:02,26
NA,24-06-17 8:38,26
NL,24-06-17 18:23,26
NA,24-06-18 8:53,26
NL,24-06-18 18:06,26
NA,24-06-19 8:32,26
NL,24-06-19 18:08,26
NA,24-06-20 8:50,26
LL,24-06-20 19:08,26
NA,24-06-21 8:30,26
NL,24-06-21 18:27,26
NA,24-06-24 8:40,26
NL,24-06-24 18:13,26
NA,24-06-25 8:50,26
NL,24-06-25 18:25,26
NA,24-06-26 8:55,26
LL,24-06-26 19:53,26
NA,24-06-27 8:41,26
LL,24-06-27 20:19,26
NA,24-06-28 8:31,26
NL,24-06-28 18:09,26
NA,24-07-01 8:43,26
EL,24-07-01 15:01,26
NA,24-07-02 8:33,26
NL,24-07-02 18:22,26
NA,24-07-03 8:47,26
NL,24-07-03 18:05,26
NA,24-07-04 8:43,26
LL,24-07-04 20:12,26
NA,24-07-05 8:52,26
NL,24-07-05 18:03,26
LA,24-07-08 9:19,26
LL,24-07-08 19:07,26
NA,24-07-09 8:35,26
NL,24-07-09 18:26,26
NA,24-07-10 8:34,26
NL,24-07-10 18:13,26
NA,24-07-11 8:50,26
LL,24-07-11 20:10,26
NA,24-07-12 8:52,26
NL,24-07-12 18:03,26
NA,24-07-15 8:37,26
NL,24-07-15 18:18,26
NA,24-07-16 8:58,26
LL,24-07-16 19:46,26
NA,24-07-17 8:51,26
NL,24-07-17 18:00,26
NA,24-07-18 8:39,26
NL,24-07-18 18:20,26
NA,24-07-19 8:39,26
NL,24-07-19 18:11,26
NA,24-07-22 8:30,26
LL,24-07-22 19:02,26
NA,24-07-23 8:38,26
LL,24-07-23 19:10,26
BT,24-07-24 18:00,26
AB,24-07-25 18:00,26
NA,24-07-26 8:56,26
NL,24-07-26 18:15,26
NA,24-07-29 8:49,26
NL,24-07-29 18:16,26
NA,24-07-30 8:42,26
NL,24-07-30 18:21,26
NA,24-07-31 8:59,26
NL,24-07-31 18:21,26
NA,24-08-01 8:47,26
NL,24-08-01 18:23,26
NA,24-08-02 8:58,26
LL,24-08-02 20:01,26
NA,24-08-05 8:44,26
LL,24-08-05 19:41,26
NA,24-08-06 8:35,26
LL,24-08-06 20:05,26
NA,24-08-07 8:44,26
LL,24-08-07 20:16,26
NA,24-08-08 8:42,26
LL,24-08-08 20:25,26
NA,24-08-09 8:45,26
OT,24-08-09 14:55,26
RT,24-08-09 16:47,26
LL,24-08-09 19:04,26
NA,24-08-12 8:51,26
NL,24-08-12 18:24,26
LA,24-08-13 9:11,26
NL,24-08-13 18:01,26
LA,24-08-14 9:03,26
NL,24-08-14 18:09,26
NA,24-08-16 8:38,26
NL,24-08-16 18:03,26
NA,24-08-19 8:46,26
NL,24-08-19 18:05,26
NA,24-08-20 8:30,26
LL,24-08-20 20:14,26
NA,24-08-21 8:30,26
LL,24-08-21 19:47,26
NA,24-08-22 8:45,26
LL,24-08-22 19:57,26
NA,24-08-23 8:39,26
LL,24-08-23 20:06,26
NA,24-08-26 8:32,26
NL,24-08-26 18:06,26
NA,24-08-27 8:40,26
LL,24-08-27 19:44,26
NA,24-08-28 8:42,26
LL,24-08-28 19:45,26
NA,24-08-29 8:45,26
NL,24-08-29 18:14,26
NA,24-08-30 8:46,26
NL,24-08-30 18:09,26
NA,24-09-02 8:42,26
LL,24-09-02 20:09,26
NA,24-09-03 8:31,26
NL,24-09-03 18:27,26
BT,24-09-04 18:00,26
NA,24-09-05 8:46,26
LL,24-09-05 20:07,26
NA,24-09-06 8:43,26
NL,24-09-06 18:26,26
NA,24-09-09 8:50,26
NL,24-09-09 18:10,26
NA,24-09-10 8:40,26
NL,24-09-10 18:28,26
NA,24-09-11 8:44,26
LL,24-09-11 19:12,26
NA,24-09-12 8:58,26
NL,24-09-12 18:02,26
NA,24-09-13 8:34,26
NL,24-09-13 18:11,26
NA,24-09-16 8:33,26
NL,24-09-16 18:27,26
NA,24-09-17 8:47,26
LL,24-09-17 20:00,26
NA,24-09-18 8:36,26
NL,24-09-18 18:25,26
NA,24-09-19 8:35,26
NL,24-09-19 18:03,26
NA,24-09-20 8:59,26
NL,24-09-20 18:11,26
NA,24-09-23 8:51,26
NL,24-09-23 18:21,26
NA,24-09-24 8:51,26
NL,24-09-24 18:15,26
NA,24-09-25 8:38,26
LL,24-09-25 19:20,26
NA,24-09-26 8:42,26
LL,24-09-26 20:26,26
NA,24-09-27 8:37,26
NL,24-09-27 18:27,26
NA,24-09-30 8:51,26
NL,24-09-30 18:17,26
NA,24-10-01 8:51,26
NL,24-10-01 18:16,26
NA,24-10-02 8:32,26
NL,24-10-02 18:07,26
NA,24-10-04 8:41,26
NL,24-10-04 18:06,26
NA,24-10-07 8:52,26
NL,24-10-07 18:18,26
NA,24-10-08 8:33,26
LL,24-10-08 19:53,26
NA,24-10-09 8:42,26
LL,24-10-09 19:02,26
NA,24-10-10 8:50,26
NL,24-10-10 18:29,26
LA,24-10-11 9:06,26
NL,24-10-11 18:02,26
NA,24-10-14 8:40,26
LL,24-10-14 19:00,26
NA,24-10-15 8:35,26
NL,24-10-15 18:04,26
VC,24-10-16 18:00,26
NA,24-10-17 8:32,26
NL,24-10-17 18:20,26
NA,24-10-18 8:31,26
NL,24-10-18 18:28,26
NA,24-10-21 8:32,26
NL,24-10-21 18:12,26
VC,24-10-22 18:00,26
NA,24-10-23 8:48,26
LL,24-10-23 20:22,26
NA,24-10-24 8:50,26
NL,24-10-24 18:10,26
NA,24-10-25 8:35,26
LL,24-10-25 20:12,26
NA,24-10-28 8:45,26
LL,24-10-28 20:15,26
NA,24-10-29 8:33,26
LL,24-10-29 20:22,26
NA,24-10-30 8:53,26
NL,24-10-30 18:19,26
NA,24-10-31 8:53,26
NL,24-10-31 18:26,26
NA,24-11-01 8:35,26
NL,24-11-01 18:10,26
VC,24-11-04 18:00,26
NA,24-11-05 8:59,26
NL,24-11-05 18:25,26
NA,24-11-06 8:39,26
NL,24-11-06 18:23,26
NA,24-11-07 8:42,26
NL,24-11-07 18:07,26
NA,24-11-08 8:53,26
LL,24-11-08 19:49,26
NA,24-11-11 8:36,26
LL,24-11-11 20:26,26
LA,24-11-12 9:15,26
NL,24-11-12 18:14,26
NA,24-11-13 8:32,26
EL,24-11-13 16:03,26
NA,24-11-14 8:33,26
NL,24-11-14 18:08,26
NA,24-11-15 8:48,26
NL,24-11-15 18:11,26
NA,24-11-18 8:41,26
NL,24-11-18 18:20,26
NA,24-11-19 8:48,26
NL,24-11-19 18:24,26
VC,24-11-20 18:00,26
NA,24-11-21 8:52,26
NL,24-11-21 18:03,26
NA,24-11-22 8:40,26
NL,24-11-22 18:18,26
NA,24-11-25 8:45,26
NL,24-11-25 18:24,26
NA,24-11-26 8:59,26
NL,24-11-26 18:08,26
NA,24-11-27 8:38,26
NL,24-11-27 18:15,26
LA,24-11-28 9:02,26
LL,24-11-28 20:10,26
NA,24-11-29 8:59,26
NL,24-11-29 18:07,26
NA,24-12-02 8:32,26
NL,24-12-02 18:15,26
NA,24-12-03 8:38,26
NL,24-12-03 18:09,26
NA,24-12-04 8:56,26
NL,24-12-04 18:22,26
NA,24-12-05 8:57,26
LL,24-12-05 20:13,26
NA,24-12-06 8:46,26
NL,24-12-06 18:03,26
NA,24-12-09 8:37,26
NL,24-12-09 18:11,26
NA,24-12-10 8:58,26
NL,24-12-10 18:11,26
NA,24-12-11 8:49,26
LL,24-12-11 20:00,26
NA,24-12-12 8:58,26
NL,24-12-12 18:12,26
NA,24-12-13 8:40,26
NL,24-12-13 18:28,26
NA,24-12-16 8:34,26
NL,24-12-16 18:05,26
NA,24-12-17 8:32,26
LL,24-12-17 20:25,26
NA,24-12-18 8:34,26
NL,24-12-18 18:14,26
NA,24-12-19 8:31,26
NL,24-12-19 18:20,26
NA,24-12-20 8:50,26
NL,24-12-20 18:28,26
NA,24-12-23 8:49,26
LL,24-12-23 19:29,26
NA,24-12-24 8:46,26
NL,24-12-24 18:12,26
NA,24-12-26 8:53,26
LL,24-12-26 20:25,26
NA,24-12-27 8:30,26
LL,24-12-27 19:44,26
NA,24-12-30 8:47,26
NL,24-12-30 18:04,26
VC,24-12-31 18:00,26
