USER_IDX,ATTEND_STATUS,REG_DATE
1,NL,24-03-07 18:01
1,NA,24-03-08 8:39
1,EL,24-03-08 16:51
1,NA,24-03-11 8:50
1,NL,24-03-11 18:04
1,NA,24-03-12 8:46
1,NL,24-03-12 18:28
1,NA,24-03-13 8:53
1,NL,24-03-13 18:20
1,NA,24-03-14 8:51
1,NL,24-03-14 18:08
1,NA,24-03-15 8:54
1,NL,24-03-15 18:01
1,NA,24-03-18 8:54
1,NL,24-03-18 18:04
1,NA,24-03-19 8:49
1,NL,24-03-19 18:10
1,VC,24-03-20 18:00
1,NA,24-03-21 8:34
1,OT,24-03-21 13:12
1,RT,24-03-21 14:37
1,LL,24-03-21 19:49
1,NA,24-03-22 8:58
1,NL,24-03-22 18:16
1,NA,24-03-25 8:44
1,NL,24-03-25 18:24
1,NA,24-03-26 8:31
1,LL,24-03-26 19:17
1,NA,24-03-27 8:43
1,EL,24-03-27 16:56
1,NA,24-03-28 8:31
1,NL,24-03-28 18:10
1,NA,24-03-29 8:49
1,NL,24-03-29 18:23
1,NA,24-04-01 8:33
1,NL,24-04-01 18:03
1,NA,24-04-02 8:58
1,NL,24-04-02 18:25
1,NA,24-04-03 8:31
1,NL,24-04-03 18:01
1,NA,24-04-04 8:31
1,NL,24-04-04 18:23
1,NA,24-04-05 8:55
1,LL,24-04-05 20:17
1,NA,24-04-08 8:37
1,EL,24-04-08 17:40
1,NA,24-04-09 8:56
1,LL,24-04-09 19:55
1,NA,24-04-10 8:44
1,LL,24-04-10 19:19
1,NA,24-04-11 8:37
1,NL,24-04-11 18:29
1,NA,24-04-12 8:56
1,NL,24-04-12 18:17
1,NA,24-04-15 8:47
1,NL,24-04-15 18:20
1,NA,24-04-16 8:43
1,NL,24-04-16 18:21
1,NA,24-04-17 8:51
1,NL,24-04-17 18:08
1,NA,24-04-18 8:49
1,NL,24-04-18 18:10
1,LA,24-04-19 9:19
1,NL,24-04-19 18:07
1,LA,24-04-22 9:05
1,NL,24-04-22 18:07
1,NA,24-04-23 8:46
1,NL,24-04-23 18:06
1,NA,24-04-24 8:36
1,NL,24-04-24 18:27
1,NA,24-04-25 8:35
1,NL,24-04-25 18:10
1,NA,24-04-26 8:37
1,LL,24-04-26 19:11
1,NA,24-04-29 8:49
1,NL,24-04-29 18:20
1,NA,24-04-30 8:55
1,LL,24-04-30 19:36
1,NA,24-05-01 8:50
1,NL,24-05-01 18:20
1,NA,24-05-02 8:42
1,NL,24-05-02 18:26
1,NA,24-05-03 8:51
1,NL,24-05-03 18:28
1,NA,24-05-06 8:31
1,NL,24-05-06 18:00
1,NA,24-05-07 8:54
1,NL,24-05-07 18:24
1,NA,24-05-08 8:41
1,NL,24-05-08 18:01
1,NA,24-05-09 8:32
1,NL,24-05-09 18:29
1,NA,24-05-10 8:52
1,NL,24-05-10 18:23
1,NA,24-05-13 8:58
1,NL,24-05-13 18:00
1,NA,24-05-14 8:41
1,NL,24-05-14 18:11
1,NA,24-05-15 8:56
1,NL,24-05-15 18:24
1,NA,24-05-16 8:42
1,NL,24-05-16 18:04
1,NA,24-05-17 8:37
1,EL,24-05-17 15:50
1,NA,24-05-20 8:59
1,NL,24-05-20 18:27
1,NA,24-05-21 8:50
1,NL,24-05-21 18:19
1,NA,24-05-22 8:54
1,NL,24-05-22 18:25
1,NA,24-05-23 8:32
1,LL,24-05-23 19:07
1,NA,24-05-24 8:57
1,LL,24-05-24 19:21
1,NA,24-05-27 8:44
1,NL,24-05-27 18:03
1,NA,24-05-28 8:34
1,EL,24-05-28 16:42
1,NA,24-05-29 8:38
1,NL,24-05-29 18:23
1,NA,24-05-30 8:37
1,NL,24-05-30 18:21
1,NA,24-05-31 8:35
1,NL,24-05-31 18:01
1,LA,24-06-03 9:10
1,NL,24-06-03 18:12
1,NA,24-06-04 8:33
1,NL,24-06-04 18:16
1,NA,24-06-05 8:42
1,NL,24-06-05 18:06
1,NA,24-06-06 8:34
1,NL,24-06-06 18:08
1,NA,24-06-07 8:55
1,LL,24-06-07 19:01
1,NA,24-06-10 8:46
1,NL,24-06-10 18:05
1,NA,24-06-11 8:58
1,LL,24-06-11 20:12
1,NA,24-06-12 8:42
1,NL,24-06-12 18:05
1,NA,24-06-13 8:57
1,NL,24-06-13 18:22
1,NA,24-06-14 8:41
1,NL,24-06-14 18:09
1,NA,24-06-17 8:59
1,NL,24-06-17 18:09
1,NA,24-06-18 8:38
1,NL,24-06-18 18:02
1,NA,24-06-19 8:49
1,NL,24-06-19 18:22
1,NA,24-06-20 8:40
1,NL,24-06-20 18:27
1,NA,24-06-21 8:53
1,NL,24-06-21 18:28
1,NA,24-06-24 8:33
1,NL,24-06-24 18:26
1,NA,24-06-25 8:33
1,LL,24-06-25 19:25
1,NA,24-06-26 8:33
1,NL,24-06-26 18:00
1,NA,24-06-27 8:30
1,NL,24-06-27 18:11
1,NA,24-06-28 8:48
1,NL,24-06-28 18:06
1,NA,24-07-01 8:45
1,NL,24-07-01 18:22
1,LA,24-07-02 9:03
1,LL,24-07-02 20:02
1,NA,24-07-03 8:36
1,NL,24-07-03 18:25
1,NA,24-07-04 8:53
1,NL,24-07-04 18:06
1,NA,24-07-05 8:55
1,NL,24-07-05 18:29
1,NA,24-07-08 8:41
1,NL,24-07-08 18:08
1,BT,24-07-09 18:00
1,NA,24-07-10 8:49
1,LL,24-07-10 19:20
1,NA,24-07-11 8:45
1,NL,24-07-11 18:13
1,NA,24-07-12 8:42
1,NL,24-07-12 18:29
1,NA,24-07-15 8:48
1,NL,24-07-15 18:22
1,NA,24-07-16 8:39
1,NL,24-07-16 18:14
1,NA,24-07-17 8:55
1,NL,24-07-17 18:03
1,NA,24-07-18 8:42
1,LL,24-07-18 19:08
1,VC,24-07-19 18:00
1,NA,24-07-22 8:45
1,NL,24-07-22 18:23
1,NA,24-07-23 8:33
1,NL,24-07-23 18:17
1,NA,24-07-24 8:30
1,NL,24-07-24 18:13
1,NA,24-07-25 8:51
1,NL,24-07-25 18:02
1,NA,24-07-26 8:42
1,NL,24-07-26 18:15
1,NA,24-07-29 8:40
1,NL,24-07-29 18:23
1,LA,24-07-30 9:22
1,LL,24-07-30 20:21
1,NA,24-07-31 8:49
1,EL,24-07-31 16:39
1,NA,24-08-01 8:37
1,NL,24-08-01 18:23
1,NA,24-08-02 8:33
1,NL,24-08-02 18:18
1,LA,24-08-05 9:10
1,NL,24-08-05 18:12
1,NA,24-08-06 8:31
1,NL,24-08-06 18:10
1,NA,24-08-07 8:52
1,NL,24-08-07 18:07
1,NA,24-08-08 8:35
1,NL,24-08-08 18:15
1,NA,24-08-09 8:37
1,NL,24-08-09 18:11
1,NA,24-08-12 8:57
1,NL,24-08-12 18:12
1,NA,24-08-13 8:59
1,NL,24-08-13 18:21
1,NA,24-08-14 8:35
1,NL,24-08-14 18:06
1,NA,24-08-16 8:45
1,NL,24-08-16 18:24
1,NA,24-08-19 8:39
1,LL,24-08-19 19:35
1,NA,24-08-20 8:35
1,NL,24-08-20 18:19
1,NA,24-08-21 8:37
1,OT,24-08-21 13:00
1,RT,24-08-21 14:17
1,NL,24-08-21 18:17
1,NA,24-08-22 8:51
1,LL,24-08-22 19:04
1,NA,24-08-23 8:50
1,NL,24-08-23 18:23
1,NA,24-08-26 8:31
1,LL,24-08-26 19:11
1,VC,24-08-27 18:00
1,NA,24-08-28 8:38
1,NL,24-08-28 18:19
1,NA,24-08-29 8:59
1,OT,24-08-29 14:23
1,EL,24-08-29 15:23
1,NA,24-08-30 8:47
1,NL,24-08-30 18:16
1,NA,24-09-02 8:49
1,NL,24-09-02 18:23
1,NA,24-09-03 8:30
1,NL,24-09-03 18:27
1,NA,24-09-04 8:49
1,NL,24-09-04 18:12
1,NA,24-09-05 8:47
1,NL,24-09-05 18:29
1,NA,24-09-06 8:48
1,NL,24-09-06 18:05
1,NA,24-09-09 8:37
1,NL,24-09-09 18:24
1,NA,24-09-10 8:40
1,NL,24-09-10 18:16
1,NA,24-09-11 8:40
1,LL,24-09-11 20:23
1,NA,24-09-12 8:32
1,NL,24-09-12 18:08
1,NA,24-09-13 8:31
1,NL,24-09-13 18:06
1,NA,24-09-16 8:44
1,LL,24-09-16 20:21
1,NA,24-09-17 8:31
1,NL,24-09-17 18:03
1,NA,24-09-18 8:31
1,LL,24-09-18 19:05
1,NA,24-09-19 8:35
1,NL,24-09-19 18:10
1,NA,24-09-20 8:57
1,EL,24-09-20 15:40
1,NA,24-09-23 8:36
1,NL,24-09-23 18:14
1,NA,24-09-24 8:35
1,OT,24-09-24 12:01
1,RT,24-09-24 13:26
1,NL,24-09-24 18:12
1,NA,24-09-25 8:43
1,NL,24-09-25 18:06
1,NA,24-09-26 8:41
1,OT,24-09-26 14:17
1,RT,24-09-26 15:21
1,NL,24-09-26 18:08
1,NA,24-09-27 8:36
1,OT,24-09-27 13:47
1,RT,24-09-27 15:22
1,NL,24-09-27 18:05
1,NA,24-09-30 8:30
1,NL,24-09-30 18:02
1,NA,24-10-01 8:44
1,NL,24-10-01 18:18
1,NA,24-10-02 8:57
1,NL,24-10-02 18:26
1,NA,24-10-04 8:59
1,NL,24-10-04 18:01
1,NA,24-10-07 8:40
1,NL,24-10-07 18:03
1,NA,24-10-08 8:37
1,NL,24-10-08 18:09
1,NA,24-10-09 8:47
1,LL,24-10-09 19:34
1,LA,24-10-10 9:15
1,NL,24-10-10 18:01
1,NA,24-10-11 8:38
1,NL,24-10-11 18:22
1,NA,24-10-14 8:36
1,NL,24-10-14 18:16
1,NA,24-10-15 8:57
1,NL,24-10-15 18:09
1,NA,24-10-16 8:39
1,NL,24-10-16 18:01
1,VC,24-10-17 18:00
1,NA,24-10-18 8:31
1,LL,24-10-18 20:28
1,NA,24-10-21 8:41
1,NL,24-10-21 18:07
1,VC,24-10-22 18:00
1,NA,24-10-23 8:44
1,NL,24-10-23 18:25
1,NA,24-10-24 8:45
1,NL,24-10-24 18:26
1,NA,24-10-25 8:38
1,NL,24-10-25 18:03
1,NA,24-10-28 8:58
1,NL,24-10-28 18:27
1,NA,24-10-29 8:55
1,NL,24-10-29 18:08
1,NA,24-10-30 8:35
1,LL,24-10-30 20:09
1,NA,24-10-31 8:41
1,NL,24-10-31 18:10
1,NA,24-11-01 8:54
1,NL,24-11-01 18:24
1,NA,24-11-04 8:45
1,OT,24-11-04 13:16
1,RT,24-11-04 14:31
1,NL,24-11-04 18:10
1,NA,24-11-05 8:50
1,NL,24-11-05 18:06
1,LA,24-11-06 9:09
1,NL,24-11-06 18:28
1,NA,24-11-07 8:41
1,LL,24-11-07 20:08
1,NA,24-11-08 8:36
1,OT,24-11-08 12:03
1,RT,24-11-08 13:25
1,NL,24-11-08 18:23
1,NA,24-11-11 8:31
1,NL,24-11-11 18:10
1,NA,24-11-12 8:45
1,NL,24-11-12 18:28
1,NA,24-11-13 8:30
1,OT,24-11-13 11:25
1,EL,24-11-13 13:25
1,NA,24-11-14 8:58
1,LL,24-11-14 20:15
1,NA,24-11-15 8:53
1,NL,24-11-15 18:23
1,NA,24-11-18 8:57
1,NL,24-11-18 18:07
1,NA,24-11-19 8:37
1,NL,24-11-19 18:08
1,NA,24-11-20 8:30
1,LL,24-11-20 20:04
1,NA,24-11-21 8:58
1,NL,24-11-21 18:01
1,NA,24-11-22 8:47
1,NL,24-11-22 18:05
1,NA,24-11-25 8:41
1,NL,24-11-25 18:06
1,NA,24-11-26 8:35
1,NL,24-11-26 18:23
1,NA,24-11-27 8:40
1,NL,24-11-27 18:24
1,NA,24-11-28 8:30
1,NL,24-11-28 18:22
1,NA,24-11-29 8:32
1,NL,24-11-29 18:29
1,NA,24-12-02 8:34
1,NL,24-12-02 18:26
1,NA,24-12-03 8:30
1,NL,24-12-03 18:28
1,NA,24-12-04 8:52
1,NL,24-12-04 18:23
1,VC,24-12-05 18:00
1,BT,24-12-06 18:00
1,NA,24-12-09 8:38
1,NL,24-12-09 18:05
1,NA,24-12-10 8:42
1,NL,24-12-10 18:10
1,NA,24-12-11 8:57
1,NL,24-12-11 18:29
1,NA,24-12-12 8:48
1,NL,24-12-12 18:16
1,NA,24-12-13 8:39
1,NL,24-12-13 18:15
1,NA,24-12-16 8:38
1,NL,24-12-16 18:11
1,NA,24-12-17 8:53
1,NL,24-12-17 18:23
1,NA,24-12-18 8:30
1,NL,24-12-18 18:19
1,NA,24-12-19 8:52
1,NL,24-12-19 18:07
1,NA,24-12-20 8:34
1,NL,24-12-20 18:13
1,NA,24-12-23 8:35
1,LL,24-12-23 20:10
1,NA,24-12-24 8:44
1,NL,24-12-24 18:19
1,NA,24-12-26 8:38
1,NL,24-12-26 18:05
1,LA,24-12-27 9:23
1,NL,24-12-27 18:02
1,NA,24-12-30 8:45
1,LL,24-12-30 19:09
1,NA,24-12-31 8:46
1,NL,24-12-31 18:20
