ATTEND_STATUS,REG_DATE,ADMIN_IDX
NL,24-05-03 18:20,16
VC,24-05-06 18:00,16
NA,24-05-07 8:52,16
EL,24-05-07 15:50,16
NA,24-05-08 8:37,16
NL,24-05-08 18:27,16
NA,24-05-09 8:51,16
NL,24-05-09 18:15,16
NA,24-05-10 8:34,16
NL,24-05-10 18:13,16
NA,24-05-13 8:35,16
NL,24-05-13 18:06,16
NA,24-05-14 8:46,16
EL,24-05-14 15:52,16
NA,24-05-15 8:37,16
NL,24-05-15 18:12,16
NA,24-05-16 8:33,16
NL,24-05-16 18:00,16
NA,24-05-17 8:50,16
NL,24-05-17 18:28,16
NA,24-05-20 8:53,16
NL,24-05-20 18:07,16
NA,24-05-21 8:38,16
NL,24-05-21 18:19,16
NA,24-05-22 8:43,16
NL,24-05-22 18:18,16
VC,24-05-23 18:00,16
NA,24-05-24 8:49,16
NL,24-05-24 18:12,16
NA,24-05-27 8:45,16
NL,24-05-27 18:28,16
NA,24-05-28 8:48,16
OT,24-05-28 11:39,16
RT,24-05-28 13:32,16
LL,24-05-28 19:51,16
NA,24-05-29 8:32,16
NL,24-05-29 18:26,16
NA,24-05-30 8:50,16
LL,24-05-30 19:22,16
VC,24-05-31 18:00,16
NA,24-06-03 8:57,16
NL,24-06-03 18:23,16
NA,24-06-04 8:55,16
NL,24-06-04 18:27,16
NA,24-06-05 8:30,16
NL,24-06-05 18:24,16
NA,24-06-06 8:39,16
NL,24-06-06 18:13,16
NA,24-06-07 8:58,16
NL,24-06-07 18:07,16
LA,24-06-10 9:25,16
NL,24-06-10 18:09,16
NA,24-06-11 8:41,16
NL,24-06-11 18:23,16
NA,24-06-12 8:31,16
NL,24-06-12 18:00,16
NA,24-06-13 8:48,16
OT,24-06-13 13:48,16
EL,24-06-13 14:48,16
NA,24-06-14 8:35,16
NL,24-06-14 18:25,16
NA,24-06-17 8:30,16
NL,24-06-17 18:24,16
NA,24-06-18 8:38,16
NL,24-06-18 18:17,16
NA,24-06-19 8:30,16
NL,24-06-19 18:17,16
NA,24-06-20 8:37,16
NL,24-06-20 18:19,16
NA,24-06-21 8:42,16
NL,24-06-21 18:15,16
NA,24-06-24 8:44,16
NL,24-06-24 18:28,16
NA,24-06-25 8:47,16
NL,24-06-25 18:01,16
LA,24-06-26 9:06,16
NL,24-06-26 18:19,16
NA,24-06-27 8:34,16
NL,24-06-27 18:21,16
VC,24-06-28 18:00,16
NA,24-07-01 8:44,16
NL,24-07-01 18:12,16
NA,24-07-02 8:38,16
EL,24-07-02 17:56,16
NA,24-07-03 8:56,16
NL,24-07-03 18:15,16
NA,24-07-04 8:57,16
NL,24-07-04 18:21,16
NA,24-07-05 8:50,16
NL,24-07-05 18:22,16
NA,24-07-08 8:30,16
NL,24-07-08 18:25,16
NA,24-07-09 8:56,16
NL,24-07-09 18:01,16
NA,24-07-10 8:46,16
LL,24-07-10 19:02,16
NA,24-07-11 8:41,16
NL,24-07-11 18:11,16
NA,24-07-12 8:41,16
NL,24-07-12 18:29,16
NA,24-07-15 8:56,16
EL,24-07-15 15:24,16
NA,24-07-16 8:38,16
NL,24-07-16 18:07,16
NA,24-07-17 8:39,16
NL,24-07-17 18:00,16
LA,24-07-18 9:17,16
LL,24-07-18 20:20,16
NA,24-07-19 8:56,16
LL,24-07-19 20:11,16
NA,24-07-22 8:51,16
NL,24-07-22 18:02,16
NA,24-07-23 8:31,16
NL,24-07-23 18:22,16
NA,24-07-24 8:46,16
NL,24-07-24 18:13,16
NA,24-07-25 8:31,16
NL,24-07-25 18:26,16
NA,24-07-26 8:57,16
NL,24-07-26 18:29,16
NA,24-07-29 8:45,16
NL,24-07-29 18:02,16
NA,24-07-30 8:51,16
NL,24-07-30 18:17,16
NA,24-07-31 8:43,16
NL,24-07-31 18:07,16
NA,24-08-01 8:32,16
NL,24-08-01 18:15,16
NA,24-08-02 8:52,16
NL,24-08-02 18:02,16
LA,24-08-05 9:03,16
NL,24-08-05 18:05,16
LA,24-08-06 9:08,16
NL,24-08-06 18:20,16
NA,24-08-07 8:51,16
NL,24-08-07 18:06,16
NA,24-08-08 8:35,16
NL,24-08-08 18:02,16
NA,24-08-09 8:36,16
NL,24-08-09 18:05,16
NA,24-08-12 8:39,16
NL,24-08-12 18:21,16
NA,24-08-13 8:48,16
NL,24-08-13 18:00,16
NA,24-08-14 8:59,16
NL,24-08-14 18:14,16
NA,24-08-16 8:34,16
NL,24-08-16 18:13,16
NA,24-08-19 8:33,16
LL,24-08-19 19:30,16
NA,24-08-20 8:42,16
NL,24-08-20 18:05,16
NA,24-08-21 8:44,16
NL,24-08-21 18:05,16
NA,24-08-22 8:34,16
LL,24-08-22 19:15,16
NA,24-08-23 8:42,16
NL,24-08-23 18:08,16
NA,24-08-26 8:52,16
NL,24-08-26 18:20,16
NA,24-08-27 8:53,16
NL,24-08-27 18:14,16
NA,24-08-28 8:35,16
OT,24-08-28 13:07,16
RT,24-08-28 14:08,16
NL,24-08-28 18:26,16
VC,24-08-29 18:00,16
NA,24-08-30 8:43,16
NL,24-08-30 18:17,16
LA,24-09-02 9:11,16
NL,24-09-02 18:01,16
NA,24-09-03 8:49,16
NL,24-09-03 18:03,16
NA,24-09-04 8:36,16
LL,24-09-04 19:31,16
NA,24-09-05 8:37,16
NL,24-09-05 18:27,16
LA,24-09-06 9:09,16
NL,24-09-06 18:29,16
NA,24-09-09 8:48,16
NL,24-09-09 18:21,16
NA,24-09-10 8:44,16
NL,24-09-10 18:28,16
NA,24-09-11 8:42,16
NL,24-09-11 18:14,16
NA,24-09-12 8:44,16
OT,24-09-12 11:46,16
RT,24-09-12 13:11,16
NL,24-09-12 18:19,16
NA,24-09-13 8:40,16
NL,24-09-13 18:22,16
NA,24-09-16 8:40,16
NL,24-09-16 18:11,16
NA,24-09-17 8:35,16
EL,24-09-17 17:50,16
NA,24-09-18 8:48,16
NL,24-09-18 18:01,16
NA,24-09-19 8:37,16
NL,24-09-19 18:15,16
NA,24-09-20 8:44,16
NL,24-09-20 18:18,16
NA,24-09-23 8:41,16
NL,24-09-23 18:17,16
BT,24-09-24 18:00,16
NA,24-09-25 8:34,16
LL,24-09-25 20:20,16
NA,24-09-26 8:41,16
NL,24-09-26 18:03,16
NA,24-09-27 8:56,16
NL,24-09-27 18:24,16
NA,24-09-30 8:47,16
NL,24-09-30 18:19,16
NA,24-10-01 8:32,16
EL,24-10-01 15:39,16
NA,24-10-02 8:58,16
NL,24-10-02 18:18,16
NA,24-10-04 8:30,16
NL,24-10-04 18:27,16
NA,24-10-07 8:54,16
LL,24-10-07 20:26,16
NA,24-10-08 8:30,16
LL,24-10-08 19:24,16
NA,24-10-09 8:41,16
NL,24-10-09 18:09,16
NA,24-10-10 8:35,16
OT,24-10-10 11:02,16
RT,24-10-10 12:55,16
LL,24-10-10 20:07,16
NA,24-10-11 8:40,16
NL,24-10-11 18:20,16
NA,24-10-14 8:34,16
NL,24-10-14 18:10,16
NA,24-10-15 8:54,16
EL,24-10-15 17:12,16
NA,24-10-16 8:54,16
NL,24-10-16 18:09,16
LA,24-10-17 9:07,16
NL,24-10-17 18:12,16
NA,24-10-18 8:50,16
LL,24-10-18 19:26,16
NA,24-10-21 8:35,16
NL,24-10-21 18:00,16
NA,24-10-22 8:55,16
NL,24-10-22 18:28,16
NA,24-10-23 8:53,16
NL,24-10-23 18:08,16
NA,24-10-24 8:33,16
NL,24-10-24 18:20,16
NA,24-10-25 8:36,16
NL,24-10-25 18:15,16
NA,24-10-28 8:40,16
EL,24-10-28 17:59,16
NA,24-10-29 8:58,16
NL,24-10-29 18:28,16
NA,24-10-30 8:59,16
NL,24-10-30 18:03,16
NA,24-10-31 8:58,16
NL,24-10-31 18:02,16
NA,24-11-01 8:47,16
NL,24-11-01 18:11,16
NA,24-11-04 8:32,16
NL,24-11-04 18:24,16
NA,24-11-05 8:38,16
NL,24-11-05 18:04,16
NA,24-11-06 8:59,16
LL,24-11-06 19:22,16
NA,24-11-07 8:46,16
NL,24-11-07 18:16,16
NA,24-11-08 8:51,16
NL,24-11-08 18:29,16
NA,24-11-11 8:50,16
NL,24-11-11 18:16,16
NA,24-11-12 8:57,16
OT,24-11-12 13:33,16
RT,24-11-12 15:26,16
NL,24-11-12 18:18,16
NA,24-11-13 8:52,16
NL,24-11-13 18:10,16
NA,24-11-14 8:58,16
NL,24-11-14 18:21,16
NA,24-11-15 8:49,16
NL,24-11-15 18:17,16
VC,24-11-18 18:00,16
NA,24-11-19 8:38,16
NL,24-11-19 18:08,16
LA,24-11-20 9:28,16
NL,24-11-20 18:08,16
NA,24-11-21 8:33,16
LL,24-11-21 19:31,16
NA,24-11-22 8:54,16
NL,24-11-22 18:02,16
NA,24-11-25 8:38,16
NL,24-11-25 18:13,16
NA,24-11-26 8:48,16
NL,24-11-26 18:28,16
NA,24-11-27 8:42,16
NL,24-11-27 18:05,16
NA,24-11-28 8:33,16
NL,24-11-28 18:08,16
NA,24-11-29 8:48,16
NL,24-11-29 18:15,16
NA,24-12-02 8:39,16
NL,24-12-02 18:14,16
NA,24-12-03 8:41,16
NL,24-12-03 18:19,16
NA,24-12-04 8:43,16
LL,24-12-04 19:21,16
NA,24-12-05 8:37,16
NL,24-12-05 18:19,16
NA,24-12-06 8:31,16
NL,24-12-06 18:03,16
NA,24-12-09 8:46,16
NL,24-12-09 18:03,16
NA,24-12-10 8:31,16
NL,24-12-10 18:01,16
NA,24-12-11 8:47,16
NL,24-12-11 18:27,16
NA,24-12-12 8:33,16
NL,24-12-12 18:28,16
NA,24-12-13 8:52,16
OT,24-12-13 12:39,16
RT,24-12-13 14:15,16
NL,24-12-13 18:28,16
NA,24-12-16 8:41,16
NL,24-12-16 18:00,16
NA,24-12-17 8:30,16
NL,24-12-17 18:02,16
NA,24-12-18 8:46,16
NL,24-12-18 18:22,16
NA,24-12-19 8:32,16
NL,24-12-19 18:28,16
NA,24-12-20 8:45,16
NL,24-12-20 18:18,16
LA,24-12-23 9:13,16
NL,24-12-23 18:10,16
NA,24-12-24 8:51,16
NL,24-12-24 18:25,16
LA,24-12-26 9:12,16
NL,24-12-26 18:26,16
NA,24-12-27 8:31,16
NL,24-12-27 18:21,16
NA,24-12-30 8:55,16
NL,24-12-30 18:10,16
NA,24-12-31 8:55,16
NL,24-12-31 18:29,16
